"1","Financial Year","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019","31-12-2020","31-12-2021"
"2","Sales/Revenue","82,855.06","86,165.95","89,978.01","91,631.67","89,388.49","82,043.84","78,200.30","78,734.49","72,355.52","116,353.86"
"3","Pretax Income","79,356.18","46,334.59","47,518.22","111,698.72","45,053.86","37,877.41","57,649.92","40,986.92","38,435.88","40,042.56"
"4","Net Income","76,121.70","44,774.56","49,116.39","110,317.26","49,631.66","37,877.41","57,536.77","19,836.19","34,750.88","42,103.12"
"5","Cash & Short-Term Investments","564.88","1,175.22","1,685.61","1,511.63","1,827.71","2,681.50","1,620.60","1,608.72","1,713.23","5,651.13"
"6","Cash Only","564.88","1,175.22","1,685.61","1,511.63","1,827.71","2,681.50","1,620.60","1,608.72","1,713.23","5,651.13"
"7","Total Accounts Receivables","1,276.92","1,080.37","869.75","1,756.45","2,807.22","3,971.94","7,595.76","4,693.80","16,862.33","5,832.83"
"8","Net Property, Plant & Equipment","59.64","57.32","51.91","70.06","65.69","80.92","102.29","239.91","424.47","377.01"
"9","Short Term Debt","380,500.00","377,700.00","379,300.00","378,300.00","382,150.00","387,500.00","277,300.00","274,800.00","704,022.50","683,199.81"
"10","Long Term Debt","-","-","-","-","-","-","-","-","-","-"
"11","Net Operating Cash Flow","59,951.73","63,455.37","63,356.64","63,464.88","60,327.88","51,587.62","42,693.56","54,573.68","45,395.96","89,565.76"
"12","Capital Expenditures","(376.32)","(2,537.68)","(1,084.11)","(394.03)","(1,163.90)","(30.97)","(40.67)","(167.06)","(239.18)","(10.32)"
"13","Total Shares Outstanding (million)","422,872.00","422,871.78","422,871.78","422,871.78","422,871.78","422,871.78","422,871.78","422,871.78","675,599.08","675,599.08"
