"1","Financial Year","31-03-2019       1","30-06-2019       2","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2"
"2","Sales/Revenue","10,087.00","5,724.00","7,161.00","7,095.01","1,987.00","267.00","4,174.00","12,273.36","3,637.00","110.00"
"3","Pretax Income","(3,282.00)","(11,472.00)","(7,135.00)","(9,850.03)","(7,057.00)","(2,160.00)","(4,399.00)","(120,085.78)","(8,272.00)","(4,951.00)"
"4","Net Income","(3,181.00)","(10,968.00)","(6,731.00)","(12,023.06)","(7,006.00)","(1,663.00)","(5,407.00)","(136,798.91)","(8,021.00)","(4,696.00)"
"5","Cash & Short-Term Investments","16,831.00","13,688.00","9,097.00","2,143.00","6,018.00","2,464.00","1,881.00","1,863.00","1,364.00","1,358.00"
"6","Total Accounts Receivables","20,425.00","17,025.00","12,327.00","15,291.00","11,281.00","12,243.00","13,810.00","6,564.00","9,901.00","4,343.00"
"7","Inventories","254,388.00","250,526.00","247,224.00","237,936.00","109,385.00","102,581.00","98,553.00","100,045.00","42,515.00","42,252.00"
"8","Net Property, Plant & Equipment","65,749.00","65,701.00","65,680.00","65,636.00","195,278.00","195,190.00","195,077.00","250,129.00","567.00","552.00"
"9","Accrued Payable","87,742.00","90,556.00","93,541.00","93,328.00","73,118.00","69,248.00","81,702.00","82,689.00","83,764.00","96,914.00"
"10","Short Term Debt","79,278.00","79,480.00","79,858.00","156,689.00","185,633.00","132,090.00","144,625.00","110,663.00","189,017.00","198,731.00"
"11","Long Term Debt","131,699.00","129,148.00","125,262.00","44,938.00","21,920.00","68,945.00","61,282.00","98,321.00","21,713.00","13,049.00"
"12","Net Operating Cash Flow","2,967.00","(3,283.00)","1,821.00","600.00","1,567.00","(3,239.00)","(5,664.00)","(2,159.00)","(2,721.00)","(18.00)"
"13","Capital Expenditures","-","-","-","(54.00)","-","-","-","-","-","-"
"14","Total Shares Outstanding (million)","332,627.14","332,627.14","332,627.14","332,627.14","332,627.14","332,627.14","332,627.14","332,627.14","332,627.14","332,627.14"
