"1","Financial Year","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3","31-12-2021       4","31-03-2022       1"
"2","Sales/Revenue","59,441.00","44,186.00","51,782.00","63,108.00","67,487.00","50,591.00","81,386.00","103,882.00","127,143.00","94,630.00"
"3","Pretax Income","2,361.00","(817.00)","6,067.00","7,656.00","8,436.00","6,924.00","13,756.00","16,789.00","29,009.00","18,841.00"
"4","Net Income","(743.00)","(798.00)","4,462.00","5,349.00","5,212.00","5,607.00","9,475.00","11,616.00","23,912.00","15,227.00"
"5","Cash & Short-Term Investments","29,596.00","31,848.00","38,188.00","40,278.00","39,433.00","38,254.00","45,535.00","44,807.00","56,796.00","76,283.00"
"6","Cash Only","11,178.00","9,709.00","18,267.00","20,644.00","18,278.00","17,476.00","21,425.00","19,383.00","24,762.00","33,610.00"
"7","Total Accounts Receivables","24,819.00","22,896.00","22,811.00","16,568.00","13,699.00","15,087.00","11,393.00","22,780.00","18,608.00","23,204.00"
"8","Inventories","23,154.00","22,086.00","22,102.00","22,102.00","17,665.00","18,575.00","17,718.00","16,763.00","16,628.00","16,986.00"
"9","Net Property, Plant & Equipment","235,413.00","237,238.00","236,354.00","342,654.00","342,433.00","338,774.00","334,898.00","330,626.00","326,602.00","321,432.00"
"10","Accrued Payable","24,678.00","18,208.00","19,607.00","22,121.00","19,029.00","17,629.00","20,250.00","27,200.00","26,795.00","25,058.00"
"11","Short Term Debt","55,217.00","64,988.00","70,201.00","61,095.00","48,173.00","49,237.00","43,931.00","29,662.00","13,813.00","19,131.00"
"12","Long Term Debt","51,670.00","47,802.00","45,585.00","45,218.00","46,994.00","39,888.00","37,864.00","35,859.00","33,815.00","32,790.00"
"13","Net Operating Cash Flow","12,917.00","717.00","11,727.00","14,017.00","15,374.00","6,328.00","25,427.00","16,903.00","33,012.00","15,572.00"
"14","Capital Expenditures","(7,279.00)","(3,606.00)","(2,388.00)","(1,961.00)","(3,943.00)","(1,624.00)","(1,446.00)","(1,238.00)","(2,375.00)","(477.00)"
"15","Total Shares Outstanding (million)","308,967.01","308,967.01","308,967.01","308,967.01","308,967.01","308,967.01","308,967.01","308,967.01","308,967.01","308,967.01"
