"1","Financial Year","31-12-2009","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018"
"2","Sales/Revenue","6,383.36","25,738.64","18,723.27","16,257.12","26,674.57","39,691.46","31,290.59","35,583.75","75,571.62","47,844.34"
"3","Pretax Income","(4,867.44)","415.76","56.96","(3,122.21)","5,030.98","10,510.46","8,180.06","9,606.05","21,210.86","9,955.18"
"4","Net Income","(4,867.44)","407.76","53.96","(3,116.02)","5,021.17","10,455.65","8,082.25","9,520.25","21,054.75","8,974.37"
"5","Cash & Short-Term Investments","6,958.92","1,581.42","1,375.38","2,517.74","8,742.83","15,714.75","19,013.00","22,565.59","33,151.36","31,704.99"
"6","Cash Only","1,752.07","681.42","1,175.38","1,873.33","1,582.42","15,714.75","16,998.58","-","-","-"
"7","Total Accounts Receivables","1,813.59","7,416.24","4,610.19","4,409.05","4,250.64","7,366.76","7,631.27","11,272.76","19,005.72","16,003.89"
"8","Inventories","6,659.82","8,520.48","10,973.24","5,462.67","4,110.97","7,386.94","5,068.03","5,701.66","9,747.62","8,837.70"
"9","Net Property, Plant & Equipment","5,966.52","8,205.78","8,309.54","9,867.95","9,598.04","9,921.88","9,846.69","9,483.11","9,230.20","9,506.12"
"10","Accrued Payable","-","-","-","-","-","-","-","-","12,608.97","-"
"11","Short Term Debt","-","-","38.74","40.93","41.45","42.22","18.79","-","-","-"
"12","Long Term Debt","-","-","65.77","24.84","18.95","18.79","-","-","-","-"
"13","Net Operating Cash Flow","1,779.70","(4,686.96)","51.98","675.78","6,390.28","2,365.50","7,227.94","6,868.00","14,287.70","7,058.16"
"14","Capital Expenditures","(254.85)","(274.28)","(130.96)","(22.82)","(130.24)","-","(539.47)","(284.98)","(363.62)","(900.67)"
"15","Total Shares Outstanding (million)","163,000.00","163,000.00","163,000.00","163,000.00","163,000.00","163,000.00","161,893.00","201,385.63","201,135.63","198,851.12"
