"1","Financial Year","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3","31-12-2021       4"
"2","Sales/Revenue","1,226,494.00","1,352,998.00","971,439.00","556,644.00","1,027,221.00","1,278,006.00","1,016,743.00","967,917.00","1,065,018.00","667,630.00"
"3","Pretax Income","223,317.00","261,162.00","107,820.00","10,098.00","171,348.00","251,718.00","87,174.00","78,984.00","113,845.00","183,896.00"
"4","Net Income","183,418.00","200,931.00","78,294.00","(6,713.00)","132,831.00","193,072.00","58,450.00","70,521.00","81,098.00","2,454,377.00"
"5","Cash & Short-Term Investments","6,035,892.00","2,261,539.00","5,957,053.00","4,778,432.00","4,469,475.00","2,337,605.00","2,064,068.00","1,571,940.00","2,628,249.00","2,912,819.00"
"6","Cash Only","6,035,892.00","2,261,539.00","2,951,963.00","2,550,432.00","2,040,645.00","2,237,320.00","1,944,102.00","1,456,648.00","2,529,513.00","2,814,041.00"
"7","Total Accounts Receivables","2,206,084.00","6,797,620.00","3,411,245.00","2,289,453.00","2,521,035.00","2,600,478.00","2,475,417.00","2,792,356.00","2,700,379.00","2,663,924.00"
"8","Inventories","1,886,241.00","2,102,056.00","2,085,313.00","2,073,450.00","2,098,948.00","2,101,470.00","1,989,623.00","1,917,052.00","2,000,876.00","2,423,004.00"
"9","Net Property, Plant & Equipment","2,720,782.00","2,749,165.00","2,784,577.00","2,784,493.00","2,945,833.00","2,611,589.00","2,666,027.00","2,698,583.00","2,702,072.00","1,262,803.00"
"10","Accrued Payable","2,423,236.00","2,716,813.00","2,412,647.00","2,291,109.00","2,334,643.00","2,456,929.00","2,245,550.00","2,234,497.00","2,395,490.00","2,470,639.00"
"11","Short Term Debt","7,294,641.00","8,094,657.00","8,179,391.00","8,426,024.00","6,455,354.00","5,185,720.00","5,757,782.00","3,269,412.00","4,185,175.00","4,122,947.00"
"12","Long Term Debt","2,797,202.00","2,310,767.00","2,904,870.00","1,717,599.00","3,618,674.00","2,701,551.00","2,031,228.00","4,434,527.00","4,542,244.00","4,714,206.00"
"13","Net Operating Cash Flow","130,310.00","284,473.00","129,117.00","212,674.00","260,952.00","224,988.00","49,654.00","(34,482.00)","483,895.00","539,348.00"
"14","Capital Expenditures","(82,471.00)","(71,449.00)","(88,055.00)","(73,513.00)","(305,379.00)","(86,160.00)","(84,936.00)","(135,987.00)","(169,572.00)","(340,412.00)"
"15","Total Shares Outstanding (million)","4,865,778.45","4,903,731.30","4,901,381.70","4,901,381.70","4,898,291.70","4,888,927.00","4,888,927.00","4,888,927.10","4,889,069.54","4,889,069.54"
