"1","Financial Year","30-11-2019       1","29-02-2020       2","31-05-2020       3","31-08-2020       4","30-11-2020       1","28-02-2021       2","31-05-2021       3","31-08-2021       4","30-11-2021       1","28-02-2022       2"
"2","Sales/Revenue","31,346.00","24,728.00","9,301.00","14,725.61","19,163.00","17,457.00","23,949.00","23,912.48","33,483.00","37,706.00"
"3","Pretax Income","(1,417.00)","(5,337.00)","(3,414.00)","(7,893.15)","(2,583.00)","(7,885.00)","(2,320.00)","(4,028.13)","(2,658.00)","(1,447.00)"
"4","Net Income","(1,417.00)","(5,337.00)","(3,414.00)","(7,893.15)","(2,583.00)","(7,885.00)","(2,320.00)","(4,053.13)","(2,658.00)","(1,447.00)"
"5","Cash & Short-Term Investments","9,115.00","6,996.00","12,423.00","4,306.00","2,148.00","2,506.00","2,418.00","7,577.00","2,394.00","844.00"
"6","Cash Only","864.00","703.00","983.00","231.00","311.00","630.00","959.00","2,157.00","1,278.00","844.00"
"7","Total Accounts Receivables","35,587.00","29,712.00","22,106.00","25,189.00","25,773.00","24,623.00","20,313.00","20,308.00","30,309.00","29,332.00"
"8","Inventories","41,703.00","38,605.00","40,881.00","39,573.00","37,606.00","37,522.00","35,680.00","32,236.00","32,443.00","32,265.00"
"9","Net Property, Plant & Equipment","38,538.00","38,887.00","38,275.00","39,401.00","38,824.00","38,173.00","37,791.00","37,937.00","37,726.00","36,862.00"
"10","Short Term Debt","30,459.00","28,395.00","28,199.00","31,406.00","34,254.00","35,158.00","29,954.00","29,168.00","29,278.00","23,951.00"
"11","Long Term Debt","6,436.00","7,629.00","7,083.00","2,103.00","1,834.00","1,657.00","1,442.00","1,157.00","1,065.00","745.00"
"12","Net Operating Cash Flow","4,209.00","(225.00)","5,427.00","(4,619.00)","(4,597.00)","124.00","8,879.00","3,346.00","(4,704.00)","4,020.00"
"13","Capital Expenditures","(54.00)","(960.00)","(3.00)","(695.00)","(332.00)","(200.00)","43.00","(1,130.00)","(372.00)","1.00"
"14","Total Shares Outstanding (million)","74,625.00","74,625.00","74,625.00","74,625.00","74,625.00","74,625.00","74,625.00","74,625.00","74,625.00","74,625.00"
