"1","Financial Year","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019","31-12-2020","31-12-2021"
"2","Sales/Revenue","38,390.88","39,141.75","34,223.60","57,362.24","59,340.05","59,254.75","68,341.19","58,668.22","56,133.51","59,318.00"
"3","Pretax Income","(2,486.87)","(2,958.36)","(5,591.89)","3,788.06","2,686.52","(3,872.34)","(6,069.19)","(5,565.21)","1,944.71","(8,236.00)"
"4","Net Income","(2,400.32)","(1,954.24)","(5,591.89)","3,577.74","858.10","(3,587.56)","(4,326.18)","(2,438.23)","1,927.00","(8,202.00)"
"5","Cash & Short-Term Investments","4,653.61","1,972.23","2,307.50","11,277.51","6,603.48","4,620.19","5,102.25","6,030.33","3,885.62","3,891.00"
"6","Cash Only","4,653.61","1,972.23","2,307.50","11,277.51","6,603.48","4,620.19","5,102.25","6,030.33","3,885.62","3,891.00"
"7","Total Accounts Receivables","9,924.66","16,597.23","13,836.73","32,330.76","28,856.41","29,371.37","26,531.79","20,224.90","20,157.76","21,080.00"
"8","Inventories","2,917.15","773.37","207.37","731.96","800.18","1,777.43","993.75","697.92","814.35","1,300.00"
"9","Net Property, Plant & Equipment","13,005.48","9,695.97","9,418.29","24,123.09","23,284.87","28,187.78","31,424.98","32,293.99","30,097.49","27,926.00"
"10","Accrued Payable","-","-","2,359.44","4,105.33","3,385.60","8,709.50","12,402.14","-","-","-"
"11","Short Term Debt","-","925.58","3,831.30","3,628.20","2,184.59","3,356.43","3,309.28","6,047.99","4,492.61","5,833.00"
"12","Long Term Debt","-","1,262.19","432.02","820.97","70.82","20.82","45.21","3,745.56","3,872.65","8,028.00"
"13","Net Operating Cash Flow","(339.67)","(4,017.87)","784.40","3,355.10","1,380.26","6,591.71","6,957.50","3,677.36","3,646.74","5,656.00"
"14","Capital Expenditures","(3,793.16)","(3,174.63)","(2,600.45)","(1,248.10)","(3,726.16)","(9,370.55)","(7,808.33)","(1,943.00)","(1,380.11)","(1,241.00)"
"15","Total Shares Outstanding (million)","117,400.00","117,400.00","117,400.00","178,778.00","178,778.00","178,778.00","178,778.00","178,778.00","197,213.00","197,213.00"
