"1","Financial Year","30-06-2019       4","30-09-2019       1","31-12-2019       2","31-03-2020       3","30-06-2020       4","30-09-2020       1","31-12-2020       2","31-03-2021       3","30-06-2021       4","30-09-2021       1"
"2","Sales/Revenue","90,006.00","45,796.00","54,165.00","76,729.00","12,145.00","36,710.00","48,636.00","51,954.00","71,193.00","62,764.00"
"3","Pretax Income","24,760.00","4,364.00","8,212.00","11,579.00","4,033.00","3,049.00","2,774.00","8,339.00","15,378.00","10,573.00"
"4","Net Income","19,239.00","1,414.00","4,190.00","4,427.00","(1,860.00)","472.00","(531.00)","3,835.00","8,148.00","5,443.00"
"5","Cash & Short-Term Investments","268,201.00","233,226.00","190,592.00","170,225.00","190,118.00","197,119.00","322,598.00","480,830.00","476,196.00","492,105.00"
"6","Cash Only","88,525.00","76,550.00","64,363.00","80,657.00","65,803.00","43,360.00","76,854.00","52,908.00","43,622.00","58,092.00"
"7","Total Accounts Receivables","60,685.00","56,561.00","75,039.00","80,690.00","64,607.00","70,785.00","126,043.00","74,786.00","95,043.00","78,714.00"
"8","Inventories","267,005.00","272,861.00","265,185.00","277,787.00","274,968.00","266,980.00","250,561.00","253,254.00","240,191.00","222,432.00"
"9","Net Property, Plant & Equipment","891,721.00","901,065.00","921,507.00","943,779.00","942,327.00","940,996.00","938,082.00","940,167.00","946,109.00","958,097.00"
"10","Accrued Payable","-","-","97,840.00","118,306.00","84,898.00","75,803.00","186,950.00","98,984.00","116,475.00","90,691.00"
"11","Short Term Debt","4,201.00","5,037.00","5,197.00","5,211.00","4,175.00","4,668.00","5,212.00","4,583.00","122,084.00","118,406.00"
"12","Long Term Debt","135,007.00","131,447.00","131,533.00","129,649.00","131,983.00","129,619.00","182,947.00","355,810.00","244,245.00","250,750.00"
"13","Net Operating Cash Flow","(6,808.00)","(12,474.00)","2,941.00","19,997.00","7,534.00","3,509.00","91,603.00","(17,138.00)","17,104.00","30,635.00"
"14","Capital Expenditures","(6,971.00)","(14,078.00)","(26,913.00)","(29,262.00)","(6,682.00)","(5,847.00)","(4,660.00)","(8,981.00)","(16,272.00)","(18,936.00)"
"15","Total Shares Outstanding (million)","381,533.76","381,533.76","381,533.76","381,533.76","381,533.76","381,534.00","381,534.00","381,534.00","381,534.00","381,534.00"
