"1","Financial Year","30-09-2019       2","31-12-2019       3","31-03-2020       4","30-06-2020       1","30-09-2020       2","31-12-2020       3","31-03-2021       4","30-06-2021       1","30-09-2021       2","31-12-2021       3"
"2","Sales/Revenue","128,637.00","135,745.00","121,766.00","102,768.00","130,556.00","124,827.00","120,118.00","121,786.00","154,787.00","203,010.00"
"3","Pretax Income","18,146.00","14,140.00","4,094.00","13,916.00","27,472.00","23,011.00","27,446.00","22,644.00","46,421.00","50,719.00"
"4","Net Income","10,111.00","9,115.00","(124.00)","8,448.00","18,313.00","15,007.00","8,336.00","16,061.00","24,466.00","23,592.00"
"5","Cash & Short-Term Investments","295,868.00","282,236.00","295,920.00","316,073.00","274,665.00","365,973.00","326,029.00","293,281.00","325,459.00","381,902.00"
"6","Cash Only","133,718.00","97,828.00","124,329.00","97,290.00","103,489.00","108,912.00","116,497.00","131,013.00","162,312.00","136,660.00"
"7","Total Accounts Receivables","181,316.00","182,389.00","182,427.00","183,124.00","205,746.00","141,893.00","186,934.00","164,224.00","134,208.00","136,484.00"
"8","Inventories","117,395.00","106,372.00","77,480.00","76,300.00","70,236.00","68,258.00","67,845.00","90,807.00","89,623.00","84,439.00"
"9","Net Property, Plant & Equipment","579,625.00","578,700.00","577,159.00","572,026.00","568,196.00","568,115.00","574,600.00","662,219.00","661,554.00","668,587.00"
"10","Accrued Payable","108,145.00","81,961.00","66,302.00","66,699.00","58,335.00","77,887.00","68,074.00","103,903.00","61,842.00","95,203.00"
"11","Short Term Debt","40,239.00","42,137.00","42,871.00","43,095.00","47,284.00","50,423.00","53,102.00","53,260.00","54,651.00","60,454.00"
"12","Long Term Debt","36,623.00","36,021.00","51,056.00","47,059.00","45,449.00","42,479.00","41,822.00","78,953.00","86,045.00","85,092.00"
"13","Net Operating Cash Flow","30,027.00","25,027.00","27,127.00","23,898.00","3,446.00","111,628.00","9,062.00","(4,769.00)","69,517.00","88,191.00"
"14","Capital Expenditures","(6,461.00)","(8,900.00)","(8,194.00)","(4,316.00)","(9,155.00)","(10,438.00)","(7,697.00)","(4,042.00)","(6,995.00)","(20,889.00)"
"15","Total Shares Outstanding (million)","281,000.90","280,789.10","280,298.60","279,693.90","279,148.90","278,563.00","277,897.20","277,423.90","276,824.50","276,394.80"
