"1","Financial Year","30-06-2019       1","30-09-2019       2","31-12-2019       3","31-03-2020       4","30-06-2020       1","30-09-2020       2","31-12-2020       3","31-03-2021       4","30-06-2021       1","30-09-2021       2"
"2","Sales/Revenue","21,705.00","66,325.00","48,072.00","20,951.91","14,730.00","42,052.00","44,758.00","76,494.46","20,862.00","8,286.00"
"3","Pretax Income","(9,867.00)","4,515.00","(1,764.00)","(29,046.93)","(8,456.00)","(7,219.00)","(274.00)","(10,125.94)","(37,558.00)","(14,759.00)"
"4","Net Income","(10,266.00)","2,834.00","(2,901.00)","(30,029.57)","(8,807.00)","(7,898.00)","(959.00)","(8,360.77)","(37,784.00)","(14,896.00)"
"5","Cash & Short-Term Investments","31,829.00","24,902.00","23,457.00","27,603.00","26,616.00","28,257.00","26,494.00","27,888.00","20,161.00","16,232.00"
"6","Total Accounts Receivables","176,683.00","177,463.00","202,176.00","144,385.00","147,045.00","188,360.00","195,561.00","222,249.00","152,486.00","163,285.00"
"7","Inventories","136,123.00","129,497.00","137,926.00","174,206.00","128,907.00","124,933.00","128,407.00","97,319.00","124,652.00","123,890.00"
"8","Net Property, Plant & Equipment","27,997.00","29,490.00","28,967.00","27,529.00","32,256.00","31,171.00","30,808.00","31,992.00","31,319.00","29,663.00"
"9","Accrued Payable","254,921.00","227,222.00","253,449.00","240,854.00","200,151.00","244,096.00","261,781.00","289,519.00","254,772.00","280,539.00"
"10","Short Term Debt","87,849.00","86,420.00","83,616.00","93,831.00","113,538.00","114,244.00","99,246.00","93,955.00","80,776.00","67,414.00"
"11","Long Term Debt","33,436.00","45,475.00","50,842.00","43,097.00","29,992.00","24,679.00","23,533.00","23,038.00","19,222.00","12,212.00"
"12","Net Operating Cash Flow","(19,998.00)","(10,512.00)","(1,620.00)","2,321.00","(7,201.00)","1,998.00","8,837.00","12,936.00","(17,577.00)","33,496.00"
"13","Capital Expenditures","(1,218.00)","(1,663.00)","(64.00)","(50.00)","(29.00)","(397.00)","(659.00)","-","(3,059.00)","(1,030.00)"
"14","Total Shares Outstanding (million)","186,708.05","186,708.05","186,708.05","186,708.05","186,708.05","186,708.05","186,708.05","186,708.05","186,708.05","225,378.85"
