"1","Financial Year","31-03-2012","31-03-2013","31-03-2014","31-03-2015","31-03-2016","31-03-2017","31-03-2018","31-03-2019","31-03-2020","31-03-2021"
"2","Sales/Revenue","80,388.77","37,760.21","38,313.67","55,228.34","41,591.87","40,760.32","34,703.24","30,273.91","45,240.00","78,724.00"
"3","Pretax Income","(48,884.68)","(28,479.85)","(1,408.38)","(293.94)","278.35","74.54","(5,134.45)","(2,113.05)","10,491.00","11,925.00"
"4","Net Income","(45,637.79)","(31,016.58)","(333.97)","382.64","317.81","33.87","(5,084.05)","(2,120.93)","10,547.00","12,048.00"
"5","Cash & Short-Term Investments","636.98","175.91","132.24","357.93","118.89","1,009.55","2,598.47","2,085.41","5,688.00","6,028.00"
"6","Cash Only","620.95","175.91","132.24","357.93","118.89","1,009.55","2,598.47","2,085.41","5,688.00","6,028.00"
"7","Total Accounts Receivables","6,727.68","20,683.82","5,847.82","16,696.89","10,241.05","11,642.73","10,598.08","13,026.85","25,712.00","51,466.00"
"8","Inventories","17,268.79","6,686.45","7,561.71","7,895.72","10,984.74","7,600.73","12,495.45","16,986.75","15,983.00","31,611.00"
"9","Net Property, Plant & Equipment","129,311.82","85,681.31","97,338.99","92,869.80","93,428.12","92,389.30","87,356.03","89,018.31","85,424.00","82,030.00"
"10","Accrued Payable","5,295.14","-","-","6,009.32","-","-","-","-","7,691.00","22,509.00"
"11","Short Term Debt","22,252.74","14,181.23","23,054.80","3,034.98","767.35","16.37","246.20","1,618.79","588.00","748.00"
"12","Long Term Debt","29,180.44","25,296.92","13,463.35","4,038.52","1,337.28","21.93","4,635.44","10,044.75","9,478.00","9,139.00"
"13","Net Operating Cash Flow","23,547.90","(1,970.49)","3,205.95","(18,997.38)","9,239.73","2,942.24","(3,353.56)","(5,918.87)","9,274.00","(13,080.00)"
"14","Capital Expenditures","(20,835.61)","(5.98)","(1,578.90)","(50.59)","(4,746.43)","(3,967.21)","(222.35)","(437.31)","-","-"
"15","Total Shares Outstanding (million)","264,000.00","264,000.00","264,000.00","587,769.58","587,769.58","587,769.58","587,769.58","587,769.58","587,770.00","705,326.00"
