"1","Financial Year","31-12-2009","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018"
"2","Sales/Revenue","755,567.00","988,583.00","1,336,481.00","1,233,417.00","1,384,009.00","1,642,939.00","1,374,931.00","1,480,079.00","1,804,250.00","1,902,899.00"
"3","Pretax Income","301,934.00","439,739.00","601,342.00","403,838.00","300,325.00","519,786.00","247,429.00","500,971.00","461,127.00","207,736.00"
"4","Net Income","235,661.00","324,210.00","442,031.00","327,063.00","227,797.00","377,245.00","189,749.00","367,488.00","337,710.00","164,898.00"
"5","Cash & Short-Term Investments","498,251.00","805,697.00","1,116,922.00","1,051,335.00","931,000.00","1,176,584.00","1,924,903.00","1,760,272.00","1,721,675.00","1,299,901.00"
"6","Cash Only","233,807.00","16,645.00","36,214.00","61,720.00","82,711.00","58,508.00","128,511.00","263,318.00","265,489.00","191,776.00"
"7","Total Accounts Receivables","146,701.00","119,969.00","120,533.00","185,678.00","243,869.00","261,248.00","331,674.00","500,278.00","385,867.00","475,403.00"
"8","Inventories","197,004.00","168,057.00","147,064.00","162,482.00","145,577.00","165,147.00","188,925.00","224,284.00","264,061.00","339,687.00"
"9","Net Property, Plant & Equipment","1,265,368.00","1,735,752.00","2,002,154.00","2,436,891.00","2,615,223.00","3,011,037.00","3,671,395.00","4,194,020.00","4,392,549.00","4,419,409.00"
"10","Accrued Payable","-","-","-","-","-","-","-","-","-","-"
"11","Short Term Debt","2,030.00","646.00","188.00","657.00","6,571.00","27,430.00","56,896.00","29,097.00","625,312.00","507,011.00"
"12","Long Term Debt","66,102.00","254,129.00","426,948.00","702,720.00","861,454.00","999,762.00","2,232,537.00","2,315,708.00","2,559,068.00","2,279,367.00"
"13","Net Operating Cash Flow","204,275.00","474,294.00","535,379.00","192,030.00","332,331.00","491,293.00","147,666.00","351,913.00","596,014.00","255,958.00"
"14","Capital Expenditures","(215,281.00)","(263,986.00)","(243,945.00)","(316,443.00)","(401,868.00)","(379,596.00)","(368,424.00)","(388,979.00)","(309,878.00)","(296,838.00)"
"15","Total Shares Outstanding (million)","757,926.00","758,806.00","758,786.00","758,767.00","758,747.00","758,727.00","782,523.00","793,878.40","803,239.06","805,573.12"
