"1","Financial Year","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3","31-12-2021       4"
"2","Sales/Revenue","27,252.00","30,746.62","22,393.00","18,570.00","31,297.00","33,600.73","35,288.00","41,200.00","31,084.00","44,360.00"
"3","Pretax Income","749.00","(1,228.16)","(442.00)","(328.00)","2,112.00","(131.13)","2,410.00","5,093.00","2,240.00","5,246.00"
"4","Net Income","667.00","(2,281.06)","(546.00)","(569.00)","1,757.00","(1,641.59)","1,528.00","4,073.00","1,604.00","3,549.00"
"5","Cash & Short-Term Investments","3,389.00","8,559.00","5,010.00","10,413.00","12,373.00","22,743.00","25,781.00","15,586.00","13,054.00","16,392.00"
"6","Cash Only","3,389.00","8,559.00","5,010.00","10,413.00","12,373.00","22,743.00","25,781.00","15,586.00","13,054.00","16,392.00"
"7","Total Accounts Receivables","44,433.00","38,241.00","38,848.00","36,074.00","45,859.00","52,878.00","49,682.00","61,876.00","60,489.00","71,670.00"
"8","Inventories","61,383.00","58,137.00","54,648.00","56,661.00","58,248.00","53,668.00","57,342.00","68,057.00","77,701.00","70,788.00"
"9","Net Property, Plant & Equipment","11,784.00","12,741.00","12,280.00","11,941.00","11,739.00","12,666.00","13,436.00","13,561.00","13,073.00","11,632.00"
"10","Accrued Payable","15,366.00","17,672.00","13,255.00","9,111.00","16,055.00","26,981.00","17,046.00","19,389.00","-","-"
"11","Short Term Debt","28,826.00","24,102.00","22,363.00","32,640.00","35,651.00","35,353.00","38,645.00","47,627.00","48,791.00","52,310.00"
"12","Long Term Debt","2,075.00","2,534.00","2,363.00","1,055.00","2,363.00","1,856.00","1,961.00","1,961.00","1,961.00","1,961.00"
"13","Net Operating Cash Flow","42.00","6,820.00","(3,170.00)","5,780.00","(8,480.00)","9,637.00","(4,057.00)","(17,534.00)","(1,960.00)","(997.00)"
"14","Capital Expenditures","(106.00)","334.00","(59.00)","(268.00)","(475.00)","(190.00)","(2,178.00)","(687.00)","(151.00)","940.00"
"15","Total Shares Outstanding (million)","96,000.00","96,000.00","96,000.00","96,000.00","96,000.00","103,950.00","115,200.00","115,200.00","115,200.00","115,200.00"
