"1","Financial Year","30-06-2019       2","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3"
"2","Sales/Revenue","15,403.00","13,753.00","12,663.00","5,825.00","6,885.00","18,787.00","15,702.00","12,324.00","6,485.00","12,018.00"
"3","Pretax Income","258.00","(2,700.00)","(6,839.00)","(3,741.00)","(2,920.00)","3,580.00","(3,293.00)","(1,361.00)","(5,214.00)","413.00"
"4","Net Income","74.00","(3,423.00)","(5,883.00)","(3,580.00)","(3,066.00)","2,847.00","(2,893.00)","(1,334.00)","(5,080.00)","282.00"
"5","Cash & Short-Term Investments","14,890.00","19,547.00","22,249.00","17,220.00","14,545.00","13,082.00","13,137.00","10,659.00","9,258.00","10,003.00"
"6","Cash Only","14,890.00","19,547.00","22,249.00","17,220.00","14,545.00","13,082.00","13,137.00","10,659.00","9,258.00","10,003.00"
"7","Total Accounts Receivables","20,083.00","17,930.00","12,390.00","15,872.00","17,222.00","18,201.00","15,659.00","17,046.00","15,306.00","14,758.00"
"8","Inventories","10,859.00","10,091.00","6,497.00","8,081.00","7,843.00","10,290.00","6,236.00","7,260.00","8,709.00","6,787.00"
"9","Net Property, Plant & Equipment","49,374.00","48,962.00","48,512.00","41,153.00","40,523.00","40,159.00","41,084.00","39,020.00","39,168.00","38,471.00"
"10","Accrued Payable","24,392.00","23,229.00","29,402.00","30,346.00","30,940.00","16,270.00","13,292.00","13,770.00","15,324.00","11,547.00"
"11","Short Term Debt","2,223.00","2,251.00","2,528.00","3,807.00","3,993.00","3,119.00","1,856.00","2,506.00","3,331.00","4,951.00"
"12","Long Term Debt","2,068.00","10,563.00","9,816.00","9,485.00","9,800.00","9,672.00","10,242.00","9,747.00","9,877.00","9,628.00"
"13","Net Operating Cash Flow","(1,875.00)","(2,099.00)","3,241.00","(4,823.00)","(2,344.00)","238.00","890.00","(675.00)","(1,861.00)","380.00"
"14","Capital Expenditures","(105.00)","(420.00)","(229.00)","(860.00)","(615.00)","(629.00)","132.00","(1,001.00)","(218.00)","(1,256.00)"
"15","Total Shares Outstanding (million)","135,772.88","136,792.85","136,792.85","136,792.85","136,792.85","136,792.85","136,792.85","137,856.57","137,856.57","137,856.57"
