"1","Financial Year","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019","31-12-2020","31-12-2021"
"2","Sales/Revenue","160,843.72","171,251.15","186,096.89","146,062.45","81,864.19","78,261.40","73,782.09","97,048.93","91,203.12","125,543.82"
"3","Pretax Income","(11,409.50)","1,146.34","12,563.26","10,710.22","(9,051.34)","(8,580.33)","6,517.77","8,256.74","(6,932.06)","(1,781.36)"
"4","Net Income","(11,430.34)","1,013.16","11,878.26","11,139.24","(9,225.96)","(9,603.75)","5,658.79","6,104.16","(8,784.43)","(2,712.72)"
"5","Cash & Short-Term Investments","8,471.09","13,102.94","33,131.46","52,145.19","52,650.86","50,989.48","64,598.44","50,683.50","55,855.03","46,408.99"
"6","Cash Only","8,471.09","13,102.94","33,131.46","52,145.19","29,650.86","18,615.06","36,355.61","42,616.78","37,203.66","29,870.98"
"7","Total Accounts Receivables","36,333.78","46,199.55","43,254.98","27,691.84","20,842.96","27,075.90","21,070.16","33,605.33","36,859.49","35,165.79"
"8","Inventories","38,749.45","20,806.20","13,531.07","9,182.80","9,501.94","15,674.94","15,486.84","20,310.23","19,134.45","27,667.78"
"9","Net Property, Plant & Equipment","15,303.31","17,210.49","16,240.52","13,913.50","8,729.91","8,730.56","10,174.30","16,181.02","18,634.98","17,585.96"
"10","Accrued Payable","-","448.67","818.54","23,410.94","16,316.80","18,151.40","14,901.01","17,495.08","28,004.97","29,087.49"
"11","Short Term Debt","25,581.31","18,773.22","-","-","-","-","-","-","-","-"
"12","Long Term Debt","1,676.60","1,074.55","-","-","-","-","-","-","-","-"
"13","Net Operating Cash Flow","(2,063.72)","14,658.40","30,382.59","6,311.65","2,392.48","1,946.74","269.71","6,568.18","4,812.81","(8,661.52)"
"14","Capital Expenditures","(2,828.26)","(4,465.97)","(1,721.12)","(771.40)","(945.73)","(1,605.05)","(2,249.34)","(5,301.00)","(4,592.31)","(1,640.60)"
"15","Total Shares Outstanding (million)","374,548.00","449,457.84","501,344.46","567,186.41","567,186.41","622,973.19","728,939.18","728,939.18","815,792.67","832,006.93"
