"1","Financial Year","30-06-2012","30-06-2013","30-06-2014","30-06-2015","30-06-2016","30-06-2017","30-06-2018","30-06-2019","30-06-2020","31-12-2021"
"2","Sales/Revenue","275,746.49","188,420.05","162,136.46","203,770.88","166,938.29","168,488.40","169,754.81","31,143.87","25,287.00","67,692.00"
"3","Pretax Income","(5,671.00)","(72,128.35)","(12,928.99)","61.35","1,641.09","2,200.37","33,632.28","(156,502.54)","(67,261.00)","(41,709.00)"
"4","Net Income","1,544.42","(56,941.21)","(13,259.09)","2,389.32","1,169.83","4,275.66","12,782.95","(157,429.75)","(69,069.00)","(43,525.00)"
"5","Cash & Short-Term Investments","1,842.33","3,269.55","3,199.56","3,815.46","12,719.53","974.67","2,137.06","798.14","4,087.00","2,288.00"
"6","Cash Only","1,721.81","3,269.70","2,780.04","3,815.46","12,719.53","974.67","2,137.06","798.14","4,087.00","2,288.00"
"7","Total Accounts Receivables","40,255.76","34,010.90","30,413.38","53,106.83","72,547.22","87,732.01","116,960.04","43,117.30","8,167.00","11,039.00"
"8","Inventories","64,131.97","32,898.54","41,178.61","39,643.16","40,540.76","40,769.58","43,633.00","12,770.15","7,198.00","20,354.00"
"9","Net Property, Plant & Equipment","389,814.05","359,929.26","355,324.16","352,609.34","327,845.23","325,383.92","336,529.82","337,913.24","298,282.00","274,291.00"
"10","Accrued Payable","-","-","-","68,257.05","57,420.18","53,340.75","84,262.87","68,624.46","63,352.00","70,816.00"
"11","Short Term Debt","51,373.22","6,761.87","6,580.28","23,348.55","139,449.42","45,842.52","69,412.67","23,953.13","24,484.00","26,610.00"
"12","Long Term Debt","140,852.23","168,176.81","163,149.65","148,519.54","23,211.73","87,701.05","48,506.53","10,428.84","10,429.00","12,008.00"
"13","Net Operating Cash Flow","57,602.98","16,884.96","34,559.38","18,342.58","5,580.40","14,137.15","32,462.69","(20,774.67)","(3,188.00)","(8,750.00)"
"14","Capital Expenditures","(53,223.44)","(29,246.99)","(41,042.40)","(36,268.34)","(30,620.18)","(33,748.36)","(49,816.27)","(770.13)","(6,473.00)","(5,654.00)"
"15","Total Shares Outstanding (million)","186,278.00","381,428.66","635,176.82","934,496.43","1,314,646.91","1,879,945.07","2,096,219.32","3,838,990.00","4,107,423.00","540,529.68"
