"1","Financial Year","30-11-2010","30-11-2011","30-11-2012","30-11-2013","30-11-2014","30-11-2015","30-11-2016","30-11-2017","30-11-2018","30-11-2019"
"2","Sales/Revenue","23,258.00","96,297.00","191,181.00","272,940.00","185,018.00","110,755.00","161,085.00","121,953.00","236,063.00","162,737.00"
"3","Pretax Income","(8,545.00)","11,763.00","52,740.00","104,342.00","95,703.00","29,546.00","36,107.00","40,014.00","90,787.00","33,892.00"
"4","Net Income","(8,195.00)","7,708.00","38,021.00","77,794.00","70,427.00","21,158.00","25,915.00","28,468.00","70,514.00","24,871.00"
"5","Cash & Short-Term Investments","1,562.00","7,726.00","14,915.00","8,822.00","2,121.00","10,883.00","11,693.00","7,908.00","54,744.00","13,450.00"
"6","Cash Only","1,562.00","7,726.00","14,915.00","8,822.00","2,121.00","-","-","-","54,744.00","13,450.00"
"7","Total Accounts Receivables","11,089.00","42,737.00","72,057.00","101,743.00","84,714.00","64,997.00","75,406.00","105,042.00","76,585.00","47,017.00"
"8","Inventories","149,078.00","165,550.00","171,324.00","163,095.00","176,389.00","221,789.00","235,983.00","212,916.00","196,637.00","176,248.00"
"9","Net Property, Plant & Equipment","82,235.00","81,724.00","81,835.00","2,779.00","2,322.00","5,346.00","4,274.00","3,790.00","2,937.00","3,544.00"
"10","Accrued Payable","-","-","-","42,828.00","50,879.00","53,903.00","61,945.00","58,692.00","59,794.00","70,401.00"
"11","Short Term Debt","31,627.00","39,044.00","49,756.00","73,051.00","30,178.00","46,844.00","36,095.00","26,408.00","75,788.00","60,316.00"
"12","Long Term Debt","73,142.00","80,654.00","68,468.00","10,816.00","2,415.00","14,667.00","30,690.00","53,445.00","231,890.00","152,992.00"
"13","Net Operating Cash Flow","(2,584.00)","(6,853.00)","12,525.00","57,504.00","77,646.00","(14,378.00)","8,200.00","(8,556.00)","151,949.00","61,448.00"
"14","Capital Expenditures","(334.00)","(22.00)","(105.00)","(811.00)","(469.00)","(1,871.00)","(132.00)","(517.00)","(161.00)","(1,596.00)"
"15","Total Shares Outstanding (million)","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00"
