"1","Financial Year","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3","31-12-2021       4"
"2","Sales/Revenue","39,955.00","42,458.00","52,005.00","41,286.00","49,285.00","48,516.78","54,432.00","40,203.00","40,664.00","45,843.00"
"3","Pretax Income","(492.00)","(26,531.00)","5,992.00","8,240.00","10,814.00","9,671.94","8,478.00","6,401.00","3,489.00","6,755.00"
"4","Net Income","191.00","(12,935.00)","4,611.00","6,536.00","8,102.00","8,164.74","6,368.00","4,776.00","2,503.00","4,822.00"
"5","Cash & Short-Term Investments","40,084.00","36,090.00","47,065.00","51,468.00","57,799.00","63,322.00","69,369.00","67,109.00","50,860.00","47,116.00"
"6","Cash Only","-","-","-","-","-","-","-","-","50,860.00","47,116.00"
"7","Total Accounts Receivables","19,575.00","26,346.00","24,832.00","25,711.00","26,838.00","32,214.00","36,204.00","32,922.00","26,154.00","31,798.00"
"8","Inventories","31,120.00","31,968.00","31,470.00","35,562.00","28,806.00","29,065.00","25,771.00","36,934.00","33,222.00","31,062.00"
"9","Net Property, Plant & Equipment","217,364.00","114,570.00","113,156.00","111,063.00","114,595.00","64,831.00","62,155.00","61,051.00","87,259.00","86,648.00"
"10","Short Term Debt","191.00","191.00","197.00","196.00","198.00","176.00","230.00","154.00","4,369.00","2,115.00"
"11","Long Term Debt","20,354.00","20,277.00","20,224.00","20,178.00","20,128.00","20,061.00","20,208.00","20,208.00","20,112.00","20,156.00"
"12","Net Operating Cash Flow","4,558.00","2,336.00","8,190.00","4,658.00","15,165.00","6,295.00","8,398.00","1,980.00","12,759.00","3,152.00"
"13","Capital Expenditures","(1,228.00)","(1,494.00)","(156.00)","(126.00)","(5,235.00)","(409.00)","(298.00)","(455.00)","(27,727.00)","(626.00)"
"14","Total Shares Outstanding (million)","348,193.96","349,209.86","360,668.14","360,668.14","360,668.14","360,668.14","360,668.14","360,668.14","360,668.14","360,668.14"
