"1","Financial Year","31-03-2012","31-03-2013","31-03-2014","31-03-2015","31-03-2016","31-03-2017","31-03-2018","31-03-2019","31-03-2020","31-03-2021"
"2","Sales/Revenue","277,542.00","271,460.00","352,102.00","445,116.00","809,910.00","246,277.00","94,990.00","148,833.00","260,786.00","418,971.00"
"3","Pretax Income","35,942.00","42,945.00","54,228.00","58,812.00","80,803.00","19,396.00","(91,147.00)","(79,673.00)","(26,400.00)","15,708.00"
"4","Net Income","32,130.00","30,495.00","39,040.00","30,386.00","38,810.00","7,983.00","(93,433.00)","(98,770.00)","(27,352.00)","13,905.00"
"5","Cash & Short-Term Investments","31,428.00","39,972.00","40,387.00","45,989.00","211,748.00","49,531.00","165,893.00","97,067.00","115,144.00","154,039.00"
"6","Cash Only","21,935.00","33,302.00","31,363.00","28,393.00","172,598.00","41,883.00","-","81,324.00","96,838.00","135,080.00"
"7","Total Accounts Receivables","75,547.00","95,935.00","106,345.00","254,690.00","373,774.00","349,240.00","300,996.00","114,561.00","118,272.00","146,462.00"
"8","Inventories","390,830.00","390,974.00","399,361.00","426,008.00","129,847.00","132,210.00","371,019.00","418,505.00","404,790.00","348,058.00"
"9","Net Property, Plant & Equipment","2,298.00","18,787.00","17,296.00","17,087.00","21,154.00","13,811.00","5,813.00","1,622.00","9,624.00","8,718.00"
"10","Accrued Payable","10,275.00","14,801.00","-","-","-","-","175,943.00","166,510.00","163,379.00","-"
"11","Short Term Debt","33,195.00","26,320.00","105,505.00","41,582.00","74,465.00","43,150.00","120,564.00","70,739.00","72,820.00","53,086.00"
"12","Long Term Debt","13,757.00","44,694.00","116,387.00","213,465.00","52,402.00","85,970.00","133,833.00","139,486.00","141,386.00","132,509.00"
"13","Net Operating Cash Flow","26,624.00","(357.00)","(76,582.00)","(88,366.00)","425,362.00","(122,626.00)","(132,137.00)","39,528.00","(37,097.00)","68,092.00"
"14","Capital Expenditures","(317.00)","(17,563.00)","(4,852.00)","(4,144.00)","(17,397.00)","(8,102.00)","(5,213.00)","(543.00)","(2,198.00)","(799.00)"
"15","Total Shares Outstanding (million)","290,532.00","290,532.00","290,531.92","454,676.00","454,676.00","454,676.00","454,676.00","454,676.00","454,676.00","454,676.00"
