"1","Financial Year","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3","31-12-2021       4","31-03-2022       1"
"2","Sales/Revenue","8,215.62","8,250.85","8,250.85","8,267.76","9,635.10","9,647.89","9,734.63","9,830.41","9,842.77","9,508.48"
"3","Pretax Income","4,145.28","5,163.95","5,110.58","4,847.91","6,005.03","6,532.23","5,406.48","6,632.50","(285.17)","5,509.72"
"4","Net Income","(3,094.83)","5,163.95","5,110.58","4,847.91","5,852.20","6,532.23","5,406.48","6,632.50","(366.01)","5,509.72"
"5","Cash & Short-Term Investments","691.18","1,571.48","2,323.99","1,001.58","861.41","2,115.15","1,069.87","2,792.28","1,769.57","698.17"
"6","Cash Only","691.18","1,571.48","2,323.99","1,001.58","861.41","2,115.15","1,069.87","2,792.28","1,769.57","698.17"
"7","Total Accounts Receivables","13,479.04","16,532.08","27,910.90","27,887.13","9,630.51","8,523.62","8,412.56","9,258.35","6,327.81","8,376.70"
"8","Short Term Debt","41,742.59","42,483.02","43,810.64","41,097.94","39,600.00","39,600.00","40,951.51","44,482.56","43,815.03","49,040.06"
"9","Long Term Debt","140,231.13","140,231.13","140,231.13","140,231.13","175,231.13","211,231.13","211,231.13","211,231.13","211,231.13","211,231.13"
"10","Net Operating Cash Flow","42,682.32","3,992.72","(4,624.71)","7,220.43","20,023.42","11,178.23","4,882.86","6,480.32","2,355.98","12,196.41"
"11","Capital Expenditures","-","-","-","-","-","-","-","-","-","-"
"12","Total Shares Outstanding (million)","204,625.68","204,625.68","204,625.68","204,625.68","204,625.68","204,625.68","204,625.68","204,625.68","204,625.68","204,625.68"
