"1","Financial Year","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019","31-12-2020","31-12-2021"
"2","Sales/Revenue","121,430.24","208,750.24","128,094.39","141,503.93","122,901.66","75,184.81","69,787.79","66,492.97","50,019.00","37,955.06"
"3","Pretax Income","(4,972.61)","16,910.91","3,660.15","(17,061.03)","(63,074.88)","(50,136.18)","(22,763.71)","(37,458.46)","(45,901.00)","(69,631.92)"
"4","Net Income","(9,092.70)","13,558.17","8,257.78","(7,528.65)","(56,655.37)","(49,729.63)","(20,416.21)","(36,693.59)","(44,732.00)","(65,369.31)"
"5","Cash & Short-Term Investments","113,482.33","77,774.80","83,952.91","78,988.22","42,399.16","30,222.45","28,842.42","8,568.77","5,304.00","2,753.86"
"6","Cash Only","86,487.35","60,117.40","52,240.10","-","-","-","-","-","-","-"
"7","Total Accounts Receivables","46,213.47","99,902.21","43,468.24","51,013.94","33,693.24","39,753.11","55,411.32","53,872.74","36,111.00","12,032.74"
"8","Inventories","278,797.07","72,979.50","80,030.38","84,289.29","49,864.59","34,150.74","15,294.68","13,457.36","11,789.00","5,413.51"
"9","Net Property, Plant & Equipment","444,675.65","668,273.57","654,817.83","658,191.78","609,228.06","506,551.70","455,120.75","420,864.27","368,433.00","330,246.91"
"10","Accrued Payable","-","-","-","44,592.50","29,738.54","32,371.04","46,682.46","41,913.36","37,343.00","-"
"11","Short Term Debt","164,285.18","165,736.95","158,564.26","169,028.51","131,316.80","99,892.70","87,212.30","74,951.93","67,980.00","56,171.52"
"12","Long Term Debt","236,917.55","250,419.18","190,861.60","155,038.77","120,268.96","87,844.93","56,198.03","35,907.87","27,280.00","17,701.05"
"13","Net Operating Cash Flow","(23,319.00)","(635.63)","90,943.94","31,532.31","46,282.49","26,949.64","(107.52)","13,686.51","11,099.00","5,870.60"
"14","Capital Expenditures","(53,286.75)","(61,459.10)","(52,645.96)","(2,960.95)","(770.84)","(1,113.09)","(1,059.45)","(349.44)","(714.00)","(129.32)"
"15","Total Shares Outstanding (million)","500,000.00","500,000.00","500,000.00","500,000.00","500,000.00","500,000.00","500,000.00","500,000.00","500,000.00","500,000.00"
