"1","Financial Year","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019","31-12-2020","31-12-2021"
"2","Sales/Revenue","1,091,948.00","990,554.00","1,038,279.00","1,260,425.00","1,322,780.00","1,465,727.00","1,351,276.00","1,251,205.00","1,289,294.00","1,568,923.00"
"3","Pretax Income","(35,432.00)","(94,791.00)","84,519.00","173,105.00","187,158.00","180,779.00","111,063.00","13,621.00","164,024.00","222,628.00"
"4","Net Income","(32,306.00)","(105,368.00)","68,422.00","155,539.00","162,289.00","159,461.00","95,834.00","(9,542.00)","142,786.00","197,775.00"
"5","Cash & Short-Term Investments","76,308.00","99,280.00","54,349.00","136,579.00","257,054.00","351,873.00","347,307.00","346,009.00","665,259.00","657,311.00"
"6","Cash Only","73,005.00","66,980.00","30,336.00","47,341.00","100,167.00","188,312.00","241,991.00","143,356.00","219,517.00","236,477.00"
"7","Total Accounts Receivables","177,470.00","140,087.00","165,569.00","216,982.00","231,919.00","205,627.00","159,729.00","148,553.00","184,179.00","193,679.00"
"8","Inventories","134,798.00","103,689.00","122,599.00","129,699.00","139,408.00","162,677.00","177,557.00","154,026.00","176,110.00","260,492.00"
"9","Net Property, Plant & Equipment","1,272,707.00","1,193,942.00","1,109,554.00","1,177,693.00","1,128,975.00","1,099,138.00","1,094,094.00","1,100,076.00","1,215,064.00","1,637,477.00"
"10","Accrued Payable","-","-","-","-","-","-","-","-","-","-"
"11","Short Term Debt","276,243.00","275,846.00","204,145.00","91,356.00","36,131.00","35,972.00","62,139.00","53,471.00","98,838.00","118,684.00"
"12","Long Term Debt","240,379.00","160,925.00","47,693.00","18,420.00","15,487.00","8,948.00","11,416.00","120,638.00","108,562.00","56,241.00"
"13","Net Operating Cash Flow","171,094.00","212,001.00","222,608.00","328,595.00","350,508.00","338,954.00","237,047.00","160,927.00","295,770.00","337,583.00"
"14","Capital Expenditures","(121,770.00)","(62,776.00)","(46,012.00)","(145,372.00)","(122,077.00)","(156,505.00)","(171,947.00)","(228,551.00)","(240,707.00)","(483,460.00)"
"15","Total Shares Outstanding (million)","674,230.00","674,229.00","674,229.00","733,831.00","733,831.00","733,831.00","727,086.00","727,086.00","778,719.00","1,613,078.00"
