"1","Financial Year","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3","31-12-2021       4"
"2","Sales/Revenue","594,159.00","594,389.00","619,292.00","649,731.00","677,123.00","592,881.00","657,129.00","676,669.00","680,223.00","795,064.00"
"3","Pretax Income","23,105.00","16,104.00","19,744.00","6,208.00","24,368.00","12,338.00","20,406.00","8,894.00","14,748.00","48,857.00"
"4","Net Income","16,979.00","11,347.00","11,371.00","1,033.00","12,919.00","4,445.00","11,685.00","1,120.00","1,435.00","29,243.00"
"5","Cash & Short-Term Investments","87,841.00","96,207.00","206,313.00","157,698.00","175,851.00","179,573.00","171,054.00","302,876.00","228,961.00","199,547.00"
"6","Cash Only","-","-","-","157,698.00","175,851.00","179,573.00","-","241,908.00","161,663.00","158,020.00"
"7","Total Accounts Receivables","90,249.00","75,900.00","108,636.00","68,391.00","54,867.00","90,896.00","98,373.00","80,546.00","69,167.00","90,235.00"
"8","Inventories","256,556.00","231,330.00","372,185.00","324,409.00","302,187.00","288,947.00","322,023.00","352,797.00","370,243.00","383,151.00"
"9","Net Property, Plant & Equipment","900,774.00","946,659.00","1,054,470.00","1,010,517.00","986,632.00","1,019,364.00","1,032,768.00","1,017,531.00","1,001,017.00","990,264.00"
"10","Short Term Debt","188,236.00","200,792.00","229,353.00","264,075.00","267,720.00","303,687.00","331,606.00","271,329.00","232,691.00","193,191.00"
"11","Long Term Debt","546,234.00","555,720.00","961,547.00","929,745.00","874,341.00","889,237.00","885,108.00","1,113,075.00","1,104,095.00","1,107,128.00"
"12","Net Operating Cash Flow","80,102.00","170,130.00","58,790.00","(7,168.00)","119,824.00","65,867.00","59,619.00","36,842.00","29,069.00","137,623.00"
"13","Capital Expenditures","(23,619.00)","(35,545.00)","(14,885.00)","(7,638.00)","(13,917.00)","(30,141.00)","(10,382.00)","(10,364.00)","(8,811.00)","(18,372.00)"
"14","Total Shares Outstanding (million)","1,150,192.57","1,171,893.47","1,171,893.47","1,171,893.47","1,164,588.54","1,150,953.54","1,149,947.02","1,147,573.05","1,147,573.05","1,147,628.34"
