"1","Financial Year","30-09-2019       2","31-12-2019       3","31-03-2020       4","30-06-2020       1","30-09-2020       2","31-12-2020       3","31-03-2021       4","30-06-2021       1","30-09-2021       2","31-12-2021       3"
"2","Sales/Revenue","121,299.00","118,967.00","120,819.00","95,084.00","115,642.00","112,998.00","119,395.25","115,071.00","110,065.00","134,176.00"
"3","Pretax Income","19,779.00","19,556.00","20,586.00","19,807.00","18,040.00","16,044.00","7,364.84","20,297.00","11,640.00","12,036.00"
"4","Net Income","15,321.00","14,969.00","15,846.00","15,056.00","13,763.00","11,780.00","5,903.32","15,206.00","8,950.00","10,258.00"
"5","Cash & Short-Term Investments","258,231.00","246,903.00","234,958.00","215,025.00","213,807.00","221,889.00","218,429.00","197,501.00","190,449.00","151,345.00"
"6","Cash Only","-","-","-","-","-","-","-","114,723.00","119,932.00","101,864.00"
"7","Total Accounts Receivables","48,603.00","76,722.00","102,706.00","108,045.00","106,028.00","55,930.00","58,181.00","61,386.00","63,065.00","67,523.00"
"8","Inventories","61,872.00","59,618.00","53,729.00","68,507.00","64,732.00","59,763.00","56,698.00","65,036.00","80,734.00","70,484.00"
"9","Net Property, Plant & Equipment","157,941.00","157,657.00","180,641.00","177,257.00","215,916.00","290,654.00","379,779.00","390,133.00","399,663.00","410,297.00"
"10","Short Term Debt","808.00","802.00","717.00","681.00","744.00","651.00","872.00","969.00","1,057.00","1,023.00"
"11","Long Term Debt","636.00","566.00","428.00","498.00","584.00","65,448.00","99,796.00","99,846.00","100,019.00","100,163.00"
"12","Net Operating Cash Flow","63,354.00","(8,974.00)","10,155.00","5,726.00","21,895.00","25,350.00","21,858.00","(7,832.00)","8,919.00","331.00"
"13","Capital Expenditures","(78,744.00)","(4,233.00)","(24,035.00)","(26,704.00)","(23,807.00)","(52,707.00)","(60,807.00)","(12,941.00)","(15,731.00)","(15,789.00)"
"14","Total Shares Outstanding (million)","60,798.53","60,798.53","60,798.53","60,798.53","60,798.53","60,798.53","60,798.53","60,798.53","60,798.53","60,798.53"
