"1","Financial Year","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3","31-12-2021       4"
"2","Sales/Revenue","93,623.00","105,538.00","84,252.00","76,103.00","82,631.00","74,894.00","65,619.00","61,921.00","102,305.00","72,427.00"
"3","Pretax Income","83,500.00","(9,432.00)","21,153.00","15,706.00","22,596.00","19,061.00","16,727.00","16,170.00","67,239.00","13,834.00"
"4","Net Income","72,635.00","(18,808.00)","15,905.00","11,701.00","16,182.00","15,699.00","12,388.00","12,566.00","41,358.00","12,183.00"
"5","Cash & Short-Term Investments","157,461.00","657,585.00","507,432.00","491,271.00","439,429.00","450,943.00","407,048.00","395,474.00","405,501.00","408,632.00"
"6","Cash Only","125,322.00","72,524.00","69,119.00","66,419.00","68,781.00","64,617.00","41,027.00","51,311.00","264,892.00","62,189.00"
"7","Total Accounts Receivables","169,249.00","149,147.00","146,397.00","145,918.00","153,415.00","126,836.00","110,137.00","98,794.00","83,661.00","81,161.00"
"8","Inventories","1,372.00","1,167.00","3,171.00","2,246.00","2,175.00","2,901.00","3,387.00","2,549.00","2,783.00","2,585.00"
"9","Net Property, Plant & Equipment","26,578.00","26,980.00","25,543.00","24,016.00","22,640.00","21,245.00","19,818.00","17,778.00","16,706.00","15,976.00"
"10","Short Term Debt","44,827.00","42,603.00","5,653.00","1,303.00","30,652.00","32,705.00","32,021.00","31,337.00","30,652.00","32,675.00"
"11","Long Term Debt","454,688.00","442,942.00","403,076.00","403,213.00","373,351.00","370,784.00","340,919.00","341,056.00","341,056.00","338,490.00"
"12","Net Operating Cash Flow","88,400.00","537,861.00","(33,334.00)","17,415.00","21,298.00","37,714.00","3,955.00","20,281.00","79,205.00","29,410.00"
"13","Capital Expenditures","(2,750.00)","(399.00)","(126.00)","(31.00)","(166.00)","(128.00)","(8.00)","(71.00)","(379.00)","(706.00)"
"14","Total Shares Outstanding (million)","2,015,817.57","2,015,817.57","2,015,817.57","2,015,817.57","2,015,817.57","2,015,817.57","2,015,817.00","2,015,817.00","2,015,817.00","2,015,817.00"
