"1","Financial Year","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3","31-12-2021       4"
"2","Sales/Revenue","19,908.09","19,779.16","19,778.23","16,051.57","18,412.91","18,112.81","29,494.07","28,971.85","29,861.91","28,026.04"
"3","Pretax Income","10,518.98","9,985.96","10,993.88","7,067.70","9,191.09","11,183.20","16,228.87","14,952.28","16,236.58","(7,375.17)"
"4","Net Income","10,447.89","(9,813.04)","10,969.88","7,057.70","9,170.09","7,553.20","16,172.82","14,926.89","16,211.58","(5,208.17)"
"5","Cash & Short-Term Investments","1,470.25","1,608.72","1,328.69","3,455.31","2,149.31","1,713.23","2,199.32","11,692.18","4,853.75","5,651.13"
"6","Cash Only","1,470.25","1,608.72","1,328.69","3,455.31","2,149.31","1,713.23","2,199.32","11,692.18","4,853.75","5,651.13"
"7","Total Accounts Receivables","8,669.82","7,736.80","8,382.58","9,354.18","9,428.83","19,901.81","12,496.53","10,792.06","12,558.67","8,977.78"
"8","Net Property, Plant & Equipment","239.67","239.91","383.63","373.49","438.77","424.47","412.27","401.61","388.96","377.01"
"9","Short Term Debt","286,000.00","274,800.00","284,400.00","283,200.00","287,522.50","704,022.50","700,122.50","700,122.50","700,199.81","683,199.81"
"10","Long Term Debt","-","-","-","-","-","-","-","-","-","-"
"11","Net Operating Cash Flow","13,456.37","13,567.88","12,395.49","9,974.82","(6,908.62)","29,934.27","27,838.50","21,134.12","20,396.67","20,196.47"
"12","Capital Expenditures","(98.64)","(8.59)","(156.08)","(2.73)","(80.37)","-","(3.10)","(3.85)","(1.30)","(2.07)"
"13","Total Shares Outstanding (million)","422,871.78","422,871.78","422,871.78","422,871.78","422,871.78","675,599.08","675,599.08","675,599.08","675,599.08","675,599.08"
