"1","Financial Year","30-06-2011","30-06-2012","30-06-2013","30-06-2014","30-06-2015","30-06-2016","30-06-2017","30-06-2018","30-06-2019","30-06-2020"
"2","Sales/Revenue","3,553.03","3,701.89","5,872.60","5,636.00","5,805.85","6,914.25","5,870.20","7,784.33","6,880.08","7,222.00"
"3","Pretax Income","(4,915.46)","(14,295.86)","46,729.69","55,447.04","23,646.72","(44,874.74)","44,983.35","51,916.68","2,616.19","2,824.00"
"4","Net Income","(4,964.75)","(14,353.19)","46,678.05","55,398.98","23,281.21","(44,979.80)","44,878.80","51,828.42","2,240.93","2,692.00"
"5","Cash & Short-Term Investments","28,460.66","30,084.93","34,266.84","37,557.43","45,713.52","53,105.11","65,757.32","67,607.54","69,615.91","59,273.00"
"6","Cash Only","10,119.74","5,174.10","9,138.95","5,532.22","11,044.44","53,105.11","65,757.32","67,607.54","69,615.91","59,273.00"
"7","Total Accounts Receivables","90.87","185.24","123.23","88.61","152.10","203.69","129.98","242.79","160.13","431.00"
"8","Net Property, Plant & Equipment","-","-","14.40","12.96","16.97","11.30","9.85","7.47","5.80","20.00"
"9","Accrued Payable","87.93","124.80","126.31","-","-","808.79","900.92","910.40","-","-"
"10","Short Term Debt","-","-","-","-","-","-","-","-","-","-"
"11","Long Term Debt","-","-","-","-","-","-","-","-","-","-"
"12","Net Operating Cash Flow","(224.44)","(302.78)","(622.44)","(201.20)","(326.82)","(337.45)","(256.72)","(679.45)","(1,052.84)","(1,168.00)"
"13","Capital Expenditures","-","-","(15.80)","-","(9.12)","-","-","-","-","(27.00)"
"14","Total Shares Outstanding (million)","120,703.00","120,703.00","120,703.49","123,747.33","123,747.33","123,747.33","123,747.33","123,747.33","123,747.33","123,747.33"
