"1","Financial Year","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019","31-12-2020","31-12-2021"
"2","Sales/Revenue","896,557.10","946,996.10","1,206,398.77","1,053,639.74","940,677.25","985,189.62","1,011,978.56","1,302,818.39","794,709.06","691,087.07"
"3","Pretax Income","60,734.71","38,174.66","59,839.67","93,361.56","108,971.11","90,034.95","81,666.26","79,687.09","15,524.36","970.96"
"4","Net Income","49,500.60","35,714.98","44,598.14","70,701.98","81,920.84","68,483.75","61,138.67","58,391.36","7,985.14","(589.18)"
"5","Cash & Short-Term Investments","44,726.67","32,127.40","84,671.34","97,153.85","79,025.35","86,571.90","35,569.43","64,940.27","57,474.74","69,536.13"
"6","Cash Only","14,665.22","10,343.50","66,242.21","18,036.19","64,749.35","61,501.17","13,393.26","42,812.71","35,723.91","45,617.06"
"7","Total Accounts Receivables","327,416.42","406,127.28","411,057.85","498,514.91","501,035.58","426,802.74","801,302.71","872,824.00","835,598.09","705,076.88"
"8","Inventories","23,003.31","76,977.92","35,387.10","94,865.27","72,602.01","105,925.43","227,692.49","211,603.66","208,292.70","168,623.62"
"9","Net Property, Plant & Equipment","128,274.89","156,699.37","160,853.08","151,766.59","155,787.11","206,148.90","229,495.36","209,097.57","178,786.91","142,670.67"
"10","Short Term Debt","103,780.79","144,706.66","111,236.86","82,379.15","47,373.28","46,032.28","193,147.72","255,719.24","277,885.77","161,050.37"
"11","Long Term Debt","66,051.61","90,419.02","49,781.85","80,592.18","67,662.04","83,570.44","80,006.05","157,233.20","135,272.89","151,011.72"
"12","Net Operating Cash Flow","(60,228.27)","(17,671.96)","74,770.21","62,897.50","86,851.90","89,446.38","(137,517.81)","10,547.16","28,170.64","117,566.71"
"13","Capital Expenditures","(76,035.37)","(37,444.57)","(18,323.52)","(11,893.88)","(14,947.16)","(18,764.14)","(21,749.36)","(11,767.37)","(5,812.66)","(6,203.40)"
"14","Total Shares Outstanding (million)","262,560.00","262,560.19","300,552.50","300,542.50","310,269.94","320,524.94","331,871.10","339,800.94","353,358.72","353,358.72"
