"1","Financial Year","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019","31-12-2020","31-12-2021"
"2","Sales/Revenue","196,453.75","135,901.70","142,552.81","795,509.88","142,730.33","98,902.56","33,123.22","30,067.01","18,958.00","6,531.00"
"3","Pretax Income","33,812.03","19,260.61","(7,023.23)","283,333.19","72,097.23","16,383.89","(30,700.81)","(31,739.03)","(133,180.00)","911.00"
"4","Net Income","16,776.20","17,922.11","(13,653.79)","208,649.51","47,968.50","10,680.59","(55,259.74)","(32,903.06)","(150,362.00)","2,893.00"
"5","Cash & Short-Term Investments","6,815.15","45,898.28","44,466.22","99,821.66","31,104.86","8,537.43","18,464.34","6,013.37","1,863.00","10,388.00"
"6","Cash Only","1,594.51","-","-","-","-","-","-","-","-","-"
"7","Total Accounts Receivables","104,098.83","36,005.96","29,343.73","38,032.28","53,521.13","36,978.80","16,745.55","7,182.57","6,564.00","4,738.00"
"8","Inventories","421,103.02","438,261.49","712,834.93","329,644.98","311,014.39","295,587.23","260,464.77","109,192.38","100,045.00","2,202.00"
"9","Net Property, Plant & Equipment","155,707.63","181,243.13","66,343.55","65,986.02","66,537.72","65,994.82","65,796.49","195,277.85","250,129.00","193.00"
"10","Accrued Payable","-","-","-","-","-","-","70.00","-","82,689.00","131,627.00"
"11","Short Term Debt","12,687.95","39,342.06","411,624.25","77,295.86","92,353.67","96,889.34","79,386.06","148,019.18","110,663.00","127,445.00"
"12","Long Term Debt","157,086.55","246,935.11","91,703.85","191,040.87","143,294.25","124,136.60","133,421.59","53,602.20","98,321.00","19,816.00"
"13","Net Operating Cash Flow","(36,448.80)","(36,490.37)","(231,977.09)","363,526.82","13,474.11","5,554.72","38,501.16","2,014.45","(9,495.00)","63,552.00"
"14","Capital Expenditures","(49.76)","(125.75)","(23,798.69)","(491.22)","(428.52)","(91.31)","-","-","-","-"
"15","Total Shares Outstanding (million)","332,890.00","332,889.94","332,889.94","332,804.74","330,604.44","332,627.14","332,627.14","332,627.14","332,627.14","399,152.54"
