"1","Financial Year","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3","31-12-2021       4"
"2","Sales/Revenue","117,134.00","111,774.00","93,696.00","53,319.00","125,918.00","137,048.00","140,184.00","124,493.00","80,555.00","193,447.00"
"3","Pretax Income","2,106.00","1,287.00","4,425.00","(2,611.00)","6,491.00","19,382.00","23,810.00","25,137.00","26,831.00","42,998.00"
"4","Net Income","2,252.00","3,116.00","4,066.00","(2,887.00)","5,229.00","15,830.00","18,331.00","19,215.00","24,112.00","33,535.00"
"5","Cash & Short-Term Investments","23,945.00","21,996.00","22,349.00","48,763.00","34,612.00","31,915.00","31,162.00","40,035.00","50,359.00","47,260.00"
"6","Cash Only","23,945.00","21,996.00","22,349.00","48,763.00","34,612.00","31,915.00","31,162.00","40,035.00","50,359.00","47,260.00"
"7","Total Accounts Receivables","121,383.00","116,873.00","106,412.00","80,775.00","107,640.00","126,662.00","131,412.00","111,785.00","71,979.00","173,235.00"
"8","Inventories","116,154.00","120,229.00","118,855.00","138,205.00","99,465.00","94,290.00","112,555.00","190,037.00","273,830.00","266,211.00"
"9","Net Property, Plant & Equipment","136,759.00","143,625.00","139,290.00","138,247.00","137,971.00","136,415.00","136,910.00","135,999.00","134,284.00","138,792.00"
"10","Short Term Debt","168,018.00","170,444.00","147,440.00","176,927.00","145,225.00","143,858.00","147,822.00","184,884.00","219,314.00","278,733.00"
"11","Long Term Debt","20,968.00","17,769.00","23,305.00","22,588.00","21,254.00","19,856.00","18,450.00","17,122.00","15,951.00","14,783.00"
"12","Net Operating Cash Flow","51,883.00","10,059.00","9,925.00","466.00","23,919.00","4,358.00","527.00","(44,080.00)","(17,744.00)","(53,474.00)"
"13","Capital Expenditures","(3,115.00)","(1,687.00)","(1,655.00)","(971.00)","(1,699.00)","(2,683.00)","(2,395.00)","(1,091.00)","(268.00)","(7,928.00)"
"14","Total Shares Outstanding (million)","195,674.00","195,434.00","193,943.50","193,943.50","193,943.50","193,943.50","194,032.03","214,146.23","343,131.08","343,021.08"
