"1","Financial Year","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3","31-12-2021       4"
"2","Sales/Revenue","131,119.00","141,166.00","94,996.00","55,224.00","118,262.00","141,560.00","117,880.00","75,561.00","56,244.00","149,868.00"
"3","Pretax Income","(10,452.00)","(30,006.00)","(20,177.00)","(22,219.00)","(4,763.00)","(14,696.00)","(5,123.00)","(15,857.00)","(16,497.00)","63,998.00"
"4","Net Income","(13,452.00)","(31,964.00)","(20,133.00)","(22,352.00)","(4,749.00)","(8,034.00)","(5,211.00)","(16,501.00)","(16,955.00)","56,988.00"
"5","Cash & Short-Term Investments","62,902.00","91,421.00","74,838.00","84,863.00","92,095.00","108,407.00","120,005.00","113,072.00","165,221.00","177,623.00"
"6","Cash Only","62,902.00","44,621.00","74,838.00","84,863.00","92,095.00","108,407.00","120,005.00","113,072.00","165,221.00","177,623.00"
"7","Total Accounts Receivables","141,291.00","95,650.00","86,602.00","62,668.00","91,247.00","117,932.00","112,300.00","82,239.00","74,506.00","115,269.00"
"8","Inventories","325,786.00","297,210.00","265,236.00","251,720.00","233,127.00","227,606.00","204,268.00","191,986.00","173,896.00","158,060.00"
"9","Net Property, Plant & Equipment","416,819.00","442,868.00","433,849.00","425,624.00","417,794.00","335,201.00","326,764.00","317,237.00","314,280.00","300,225.00"
"10","Short Term Debt","167,612.00","158,296.00","146,544.00","131,825.00","124,323.00","127,736.00","107,022.00","82,113.00","82,427.00","70,668.00"
"11","Long Term Debt","3,000.00","29,730.00","27,809.00","25,859.00","25,114.00","374.00","-","-","-","270.00"
"12","Net Operating Cash Flow","20,452.00","58,561.00","1,486.00","23,378.00","16,145.00","24,654.00","21,160.00","20,169.00","(146.00)","(17,169.00)"
"13","Capital Expenditures","(1,115.00)","(7,528.00)","(518.00)","(369.00)","(667.00)","(1,850.00)","(636.00)","(363.00)","(188.00)","(7,692.00)"
"14","Total Shares Outstanding (million)","228,123.60","227,909.00","227,710.80","227,710.80","227,710.80","227,710.80","227,710.80","227,710.80","220,525.60","220,525.60"
