"1","Financial Year","30-06-2019       1","30-09-2019       2","31-12-2019       3","31-03-2020       4","30-06-2020       1","30-09-2020       2","31-12-2020       3","31-03-2021       4","30-06-2021       1","30-09-2021       2"
"2","Sales/Revenue","15,099.00","19,825.00","18,801.00","12,641.00","2,688.00","9,643.00","4,770.00","3,851.00","2,319.00","3,236.00"
"3","Pretax Income","(5,201.00)","(2,804.00)","100.00","(14,695.00)","(5,874.00)","(1,841.00)","(4,232.00)","(3,652.00)","(6,175.00)","(5,943.00)"
"4","Net Income","(5,427.00)","(3,306.00)","(327.00)","(12,945.00)","(5,721.00)","(1,759.00)","(4,141.00)","(1,739.00)","(6,018.00)","(5,928.00)"
"5","Cash & Short-Term Investments","7,565.00","8,216.00","8,726.00","6,084.00","5,683.00","5,792.00","4,852.00","5,018.00","4,032.00","3,419.00"
"6","Cash Only","3,361.00","4,038.00","7,258.00","4,786.00","4,412.00","4,771.00","3,921.00","4,347.00","3,320.00","2,781.00"
"7","Total Accounts Receivables","13,136.00","15,935.00","15,211.00","7,711.00","7,805.00","8,614.00","7,361.00","5,925.00","4,886.00","5,607.00"
"8","Inventories","40,594.00","39,748.00","39,802.00","41,462.00","40,489.00","41,132.00","40,738.00","40,490.00","57,870.00","57,268.00"
"9","Net Property, Plant & Equipment","248,926.00","246,559.00","244,230.00","239,550.00","237,428.00","236,864.00","234,993.00","240,192.00","240,345.00","238,119.00"
"10","Accrued Payable","-","23,637.00","24,451.00","21,906.00","24,032.00","29,007.00","27,972.00","25,129.00","26,073.00","28,233.00"
"11","Short Term Debt","55,716.00","50,089.00","49,029.00","45,241.00","45,191.00","38,346.00","39,213.00","45,073.00","47,120.00","35,976.00"
"12","Long Term Debt","50,932.00","49,919.00","47,897.00","51,076.00","51,621.00","56,349.00","56,115.00","54,612.00","55,559.00","55,522.00"
"13","Net Operating Cash Flow","333.00","(1,458.00)","4,320.00","(2,001.00)","(561.00)","2,432.00","(1,758.00)","594.00","(824.00)","260.00"
"14","Capital Expenditures","(130.00)","(547.00)","(631.00)","(1,342.00)","(382.00)","(1,516.00)","(227.00)","(789.00)","(397.00)","(400.00)"
"15","Total Shares Outstanding (million)","858,551.75","944,406.75","944,406.75","944,406.75","944,406.75","944,407.00","904,407.00","944,407.00","946,490.00","1,042,823.00"
