"1","Financial Year","30-06-2012","30-06-2013","30-06-2014","30-06-2015","30-06-2016","30-06-2017","30-06-2018","30-06-2019","30-06-2020","30-06-2021"
"2","Sales/Revenue","140,675.09","213,200.96","313,581.60","387,526.61","423,914.43","453,319.71","395,629.66","333,299.00","234,607.00","153,113.00"
"3","Pretax Income","(28,263.63)","5,692.65","4,794.11","5,156.94","49,010.38","107,233.60","58,635.56","42,105.00","38,257.00","36,954.00"
"4","Net Income","(21,279.16)","4,175.76","3,026.71","(2,592.90)","10,742.49","38,791.48","17,463.23","14,415.00","32,441.00","23,965.00"
"5","Cash & Short-Term Investments","74,212.29","35,543.17","34,487.19","56,032.16","89,509.15","81,890.70","58,880.13","51,981.00","76,306.00","119,776.00"
"6","Cash Only","19,536.66","7,224.00","6,474.49","31,377.59","41,936.60","65,388.62","40,696.20","26,547.00","36,044.00","69,050.00"
"7","Total Accounts Receivables","37,096.53","107,601.33","112,103.74","141,254.29","124,557.57","158,139.05","218,715.57","192,443.00","121,745.00","133,854.00"
"8","Inventories","-","-","86,117.26","147,110.96","212,617.13","158,868.64","135,127.76","120,860.00","113,896.00","115,962.00"
"9","Net Property, Plant & Equipment","135,949.66","56,160.27","14,464.60","9,577.11","10,288.53","40,347.96","43,541.20","52,553.00","41,939.00","35,578.00"
"10","Short Term Debt","2,097.78","5,761.52","23,377.36","16,588.15","26,938.90","21,165.94","72,704.32","54,808.00","29,707.00","48,951.00"
"11","Long Term Debt","45,782.22","-","39,751.11","33,354.21","56,407.79","33,790.86","31,464.49","8,002.00","2,502.00","1,864.00"
"12","Net Operating Cash Flow","(13,994.57)","(31,419.00)","(4,467.57)","(45,709.10)","(8,628.05)","83,207.03","19,968.24","74,103.00","70,007.00","36,341.00"
"13","Capital Expenditures","(2,745.65)","(1,520.44)","(3,334.92)","(451.99)","(1,484.08)","(29,692.96)","(11,933.75)","(15,780.00)","(2,834.00)","(9,278.00)"
"14","Total Shares Outstanding (million)","202,702.00","205,644.30","354,753.49","328,874.86","361,667.86","366,075.86","372,772.86","372,772.86","370,806.69","659,669.27"
