"1","Financial Year","31-03-2011","31-03-2012","31-03-2013","31-03-2014","31-03-2015","31-03-2016","31-03-2017","31-03-2018","31-03-2019","31-03-2020"
"2","Sales/Revenue","110,111.00","256,831.00","174,048.00","170,194.00","173,606.00","168,244.00","188,225.00","134,085.00","147,126.00","179,533.00"
"3","Pretax Income","52,331.00","101,061.00","95,907.00","153,730.00","41,198.00","90,984.00","32,467.00","175,255.00","32,937.00","17,965.00"
"4","Net Income","48,681.00","101,976.00","96,796.00","171,302.00","35,500.00","84,455.00","18,197.00","142,320.00","43,608.00","2,475.00"
"5","Cash & Short-Term Investments","29,334.00","143,224.00","42,909.00","329,168.00","292,370.00","239,411.00","165,903.00","430,278.00","528,522.00","334,130.00"
"6","Cash Only","22,689.00","16,977.00","27,378.00","44,944.00","34,839.00","66,429.00","49,455.00","121,139.00","103,847.00","70,413.00"
"7","Total Accounts Receivables","71,293.00","79,451.00","75,318.00","92,450.00","45,528.00","58,120.00","56,766.00","32,800.00","54,011.00","59,514.00"
"8","Inventories","13,040.00","9,460.00","38,263.00","202,313.00","181,099.00","212,513.00","192,931.00","205,814.00","209,090.00","198,201.00"
"9","Net Property, Plant & Equipment","226,694.00","114,360.00","100,234.00","132,933.00","137,345.00","138,710.00","227,650.00","270,902.00","267,946.00","253,998.00"
"10","Accrued Payable","-","-","-","-","-","-","-","-","-","-"
"11","Short Term Debt","89,712.00","15,428.00","35,436.00","74,441.00","70,546.00","39,449.00","217,391.00","232,355.00","135,637.00","228,604.00"
"12","Long Term Debt","180,959.00","152,073.00","210,483.00","292,066.00","279,794.00","110,976.00","259,339.00","397,358.00","325,301.00","264,032.00"
"13","Net Operating Cash Flow","21,030.00","110,043.00","34,683.00","7,879.00","77,892.00","(40,645.00)","35,432.00","(63,203.00)","(25,363.00)","11,742.00"
"14","Capital Expenditures","(47,853.00)","(174,987.00)","(231,657.00)","(88,730.00)","(11,136.00)","(9,020.00)","(96,990.00)","(50,127.00)","(8,076.00)","(587.00)"
"15","Total Shares Outstanding (million)","573,111.00","573,081.00","574,993.00","579,161.00","592,238.00","590,711.00","593,179.35","592,084.43","591,786.48","714,783.72"
