"1","Financial Year","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019"
"2","Sales/Revenue","1,639,039.00","1,610,187.00","1,514,030.00","1,288,566.00","1,089,057.00","630,330.00","609,314.00","370,709.00","395,939.00","385,220.00"
"3","Pretax Income","59,200.00","57,676.00","71,882.00","20,850.00","(22,081.00)","52,979.00","33,604.00","14,725.00","51,616.00","26,363.00"
"4","Net Income","15,372.00","22,272.00","36,912.00","647.00","(42,514.00)","(62,476.00)","(63,629.00)","25,919.00","25,695.00","15,381.00"
"5","Cash & Short-Term Investments","212,159.00","180,541.00","293,958.00","255,337.00","208,212.00","324,558.00","288,317.00","160,345.00","136,297.00","111,776.00"
"6","Cash Only","73,478.00","110,544.00","190,433.00","148,574.00","105,436.00","95,929.00","127,884.00","66,907.00","46,747.00","32,623.00"
"7","Total Accounts Receivables","460,496.00","401,370.00","376,978.00","286,717.00","244,702.00","230,531.00","196,312.00","145,541.00","96,213.00","85,578.00"
"8","Inventories","308,062.00","391,317.00","368,403.00","290,107.00","245,454.00","199,251.00","173,092.00","39,277.00","28,646.00","24,713.00"
"9","Net Property, Plant & Equipment","629,091.00","619,132.00","574,037.00","578,306.00","540,718.00","445,944.00","419,963.00","143,816.00","175,568.00","265,056.00"
"10","Accrued Payable","-","-","-","-","-","-","-","-","-","-"
"11","Short Term Debt","529,956.00","665,070.00","293,643.00","369,634.00","494,003.00","178,717.00","85,633.00","359,388.00","41,695.00","40,479.00"
"12","Long Term Debt","311,254.00","122,438.00","550,000.00","380,000.00","100,000.00","454,379.00","536,118.00","108,750.00","152,107.00","155,675.00"
"13","Net Operating Cash Flow","136,896.00","75,276.00","41,162.00","150,600.00","103,662.00","14,226.00","64,303.00","76,474.00","64,571.00","76,038.00"
"14","Capital Expenditures","(87,770.00)","(38,840.00)","(37,257.00)","(39,220.00)","(41,896.00)","(45,516.00)","(102,674.00)","(88,059.00)","(55,033.00)","(106,219.00)"
"15","Total Shares Outstanding (million)","401,743.00","401,758.00","454,632.00","151,543.95","151,544.00","151,544.00","151,544.00","167,695.99","167,695.99","167,695.99"
