"1","Financial Year","30-09-2019       1","31-12-2019       2","31-03-2020       3","30-06-2020       4","30-09-2020       1","31-12-2020       2","31-03-2021       3","30-06-2021       4","30-09-2021       1","31-12-2021       2"
"2","Sales/Revenue","152,243.00","107,129.00","53,520.00","60,964.00","63,412.00","38,085.00","22,951.00","40,804.00","65,919.00","57,223.00"
"3","Pretax Income","14,126.00","7,889.00","(2,595.00)","(998.00)","8,794.00","4,544.00","1,008.00","5,018.00","4,606.00","2,483.00"
"4","Net Income","12,108.00","8,050.00","(2,772.00)","(4,455.00)","6,927.00","4,091.00","63.00","2,236.00","4,101.00","2,036.00"
"5","Cash & Short-Term Investments","127,836.00","91,299.00","111,619.00","101,273.00","102,891.00","112,629.00","105,474.00","96,959.00","95,285.00","74,629.00"
"6","Cash Only","21,640.00","18,951.00","25,963.00","15,750.00","18,430.00","28,862.00","18,320.00","10,765.00","15,732.00","18,447.00"
"7","Total Accounts Receivables","127,113.00","103,914.00","68,757.00","77,118.00","83,259.00","67,199.00","45,833.00","61,381.00","76,320.00","88,037.00"
"8","Net Property, Plant & Equipment","113,148.00","111,491.00","109,984.00","107,193.00","105,243.00","103,708.00","103,768.00","100,424.00","99,048.00","97,286.00"
"9","Accrued Payable","77,227.00","-","-","-","-","-","-","-","-","-"
"10","Short Term Debt","13,420.00","13,428.00","13,440.00","13,731.00","12,964.00","13,112.00","13,411.00","14,000.00","14,707.00","14,706.00"
"11","Long Term Debt","34,811.00","31,452.00","28,080.00","28,572.00","29,211.00","25,895.00","22,130.00","17,905.00","16,085.00","14,961.00"
"12","Net Operating Cash Flow","84,541.00","(32,435.00)","26,403.00","(10,137.00)","1,647.00","14,344.00","(1,921.00)","(4,857.00)","1,195.00","(6,691.00)"
"13","Capital Expenditures","(1,394.00)","(139.00)","(257.00)","(1,352.00)","(91.00)","(360.00)","(1,935.00)","(207.00)","(469.00)","(30.00)"
"14","Total Shares Outstanding (million)","-","233,878.00","233,878.00","233,878.00","233,878.00","233,878.00","233,878.00","233,878.00","233,878.00","233,878.00"
