"1","Financial Year","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019","31-12-2020","31-12-2021"
"2","Sales/Revenue","80,799.00","61,987.00","62,000.00","60,098.00","65,871.00","68,149.00","73,277.00","63,451.00","62,830.00","75,228.00"
"3","Pretax Income","8,448.00","8,308.00","12,252.00","11,901.00","13,442.00","10,622.00","10,705.00","5,696.00","8,423.00","13,274.00"
"4","Net Income","6,405.00","5,351.00","9,122.00","9,484.00","9,905.00","7,415.00","8,044.00","4,030.00","6,038.00","10,267.00"
"5","Cash & Short-Term Investments","13,038.00","12,215.00","15,749.00","24,437.00","25,371.00","25,898.00","26,592.00","24,116.00","21,740.00","23,228.00"
"6","Cash Only","7,049.00","4,014.00","5,259.00","8,850.00","8,235.00","5,507.00","6,565.00","4,136.00","3,834.00","4,883.00"
"7","Total Accounts Receivables","25,872.00","25,969.00","29,516.00","23,548.00","22,893.00","21,609.00","21,085.00","20,585.00","24,170.00","26,693.00"
"8","Inventories","17,428.00","18,300.00","17,569.00","17,793.00","19,550.00","20,854.00","22,197.00","17,994.00","20,059.00","26,799.00"
"9","Net Property, Plant & Equipment","11,772.00","23,850.00","20,714.00","23,075.00","30,153.00","28,928.00","30,497.00","36,648.00","36,052.00","36,398.00"
"10","Short Term Debt","2,903.00","3,723.00","1,309.00","592.00","1,155.00","3,909.00","908.00","1,003.00","1,065.00","610.00"
"11","Long Term Debt","-","8,087.00","7,638.00","4,935.00","9,433.00","3,374.00","2,466.00","1,530.00","618.00","166.00"
"12","Net Operating Cash Flow","9,627.00","10,347.00","(856.00)","16,736.00","6,424.00","6,690.00","10,851.00","9,195.00","5,369.00","6,835.00"
"13","Capital Expenditures","(815.00)","(5,087.00)","(1,488.00)","(3,300.00)","(2,657.00)","(1,376.00)","(5,150.00)","(8,785.00)","(3,078.00)","(4,532.00)"
"14","Total Shares Outstanding (million)","78,649.00","78,597.80","78,595.80","78,595.80","78,595.80","78,595.80","78,595.80","78,594.30","78,268.70","78,735.20"
