"1","Financial Year","30-06-2019       2","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3"
"2","Sales/Revenue","450,107.00","368,272.00","502,587.00","363,082.00","374,954.00","423,441.00","543,103.00","444,285.00","435,620.00","451,716.00"
"3","Pretax Income","38,182.00","11,401.00","(98,136.00)","25,409.00","7,958.00","36,357.00","(214,604.00)","111,304.00","26,664.00","(8,420.00)"
"4","Net Income","22,697.00","13,325.00","(103,666.00)","18,161.00","7,421.00","26,192.00","(222,815.00)","89,358.00","16,122.00","(11,177.00)"
"5","Cash & Short-Term Investments","449,015.00","531,123.00","646,444.00","820,034.00","862,246.00","600,677.00","526,687.00","466,216.00","277,703.00","456,512.00"
"6","Cash Only","449,015.00","531,123.00","646,444.00","820,034.00","862,246.00","600,677.00","526,687.00","466,216.00","277,703.00","456,512.00"
"7","Total Accounts Receivables","1,871,309.00","1,849,570.00","1,834,325.00","1,889,104.00","1,726,360.00","1,792,130.00","1,873,134.00","2,042,043.00","2,216,134.00","2,327,724.00"
"8","Inventories","778,892.00","774,940.00","726,230.00","720,538.00","692,238.00","678,731.00","669,317.00","677,793.00","700,478.00","705,466.00"
"9","Net Property, Plant & Equipment","363,388.00","351,959.00","521,619.00","520,250.00","515,023.00","511,603.00","507,968.00","501,217.00","500,996.00","490,233.00"
"10","Short Term Debt","1,251,441.00","1,207,020.00","1,227,365.00","1,224,302.00","1,157,084.00","961,103.00","1,244,199.00","1,262,419.00","1,511,959.00","1,553,184.00"
"11","Long Term Debt","2,646,840.00","2,115,852.00","2,204,740.00","2,177,952.00","2,232,667.00","2,194,309.00","2,033,262.00","1,996,697.00","1,779,805.00","1,745,405.00"
"12","Net Operating Cash Flow","62,894.00","51,630.00","76,499.00","20,883.00","85,831.00","16,261.00","(140,912.00)","(726.00)","(184,383.00)","243,339.00"
"13","Capital Expenditures","(6,453.00)","6,968.00","(26,840.00)","-","(9,379.00)","(7,522.00)","720.00","(2,289.00)","(11,093.00)","1,689.00"
"14","Total Shares Outstanding (million)","1,409,174.97","1,409,927.47","1,409,927.47","1,395,804.47","1,409,761.11","1,409,757.47","1,397,403.37","1,418,150.00","1,417,239.65","1,417,239.65"
