"1","Financial Year","31-01-2012","31-01-2013","31-01-2014","31-01-2015","31-01-2016","31-01-2017","31-01-2018","31-01-2019","31-07-2020","31-07-2021"
"2","Sales/Revenue","9,008.80","12,101.84","33,685.10","15,512.85","12,162.85","45,140.68","12,294.28","13,633.54","7,190.00","3,350.63"
"3","Pretax Income","(428.92)","(8,102.37)","(1,993.20)","(8,055.57)","(3,188.04)","(398.18)","3,615.08","2,498.24","(436.00)","(1,851.59)"
"4","Net Income","(428.92)","(8,100.61)","(5,913.37)","(6,732.40)","(3,974.92)","(993.03)","1,082.58","1,373.24","(749.00)","(1,860.27)"
"5","Cash & Short-Term Investments","23.93","5,249.07","5,041.34","25,509.81","21,631.89","1,648.56","1,189.57","1,229.71","171.00","1,292.13"
"6","Cash Only","23.93","5,249.07","5,041.34","2,062.93","631.89","936.85","1,189.57","1,229.71","171.00","1,292.13"
"7","Total Accounts Receivables","3,747.99","5,663.07","11,558.57","6,719.14","3,817.56","30,132.39","34,089.84","37,959.45","17,907.00","440.42"
"8","Inventories","4,589.54","5,239.55","5,972.87","4,534.98","3,063.42","1,186.57","-","-","-","-"
"9","Net Property, Plant & Equipment","731.64","1,621.11","7,390.40","7,475.34","2,455.95","2,706.55","2,166.71","365.49","22,852.00","39,383.84"
"10","Short Term Debt","50.73","-","1,292.95","1,354.83","-","30.26","-","-","111.00","94.07"
"11","Long Term Debt","-","-","4,345.31","3,979.84","-","215.78","-","-","74.00","-"
"12","Net Operating Cash Flow","104.99","(13,716.65)","(764.49)","(3,583.97)","(3,157.26)","(24,908.07)","(121.43)","(849.28)","22,942.00","9,370.86"
"13","Capital Expenditures","-","(1,785.39)","(4,829.00)","(1,282.12)","(1,303.00)","(364.30)","(27.45)","(198.49)","(22,620.00)","(16,549.79)"
"14","Total Shares Outstanding (million)","158,064.00","383,808.00","438,269.79","799,058.69","799,058.69","878,964.55","883,077.61","883,077.61","883,090.91","1,059,090.91"
