"1","Financial Year","30-06-2019       2","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3"
"2","Sales/Revenue","230,773.00","235,065.00","252,998.00","234,636.00","280,809.00","321,950.00","316,083.00","353,653.00","355,912.00","383,933.00"
"3","Pretax Income","24,486.00","14,242.00","11,500.00","13,884.00","22,236.00","21,186.00","5,022.00","26,753.00","10,661.00","10,542.00"
"4","Net Income","18,491.00","10,612.00","11,440.00","10,205.00","16,811.00","15,611.00","4,269.00","20,113.00","7,856.00","7,960.00"
"5","Cash & Short-Term Investments","198,290.00","192,659.00","183,398.00","171,811.00","225,059.00","247,407.00","173,698.00","162,352.00","221,854.00","319,758.00"
"6","Total Accounts Receivables","22,435.00","20,951.00","44,748.00","14,130.00","49,774.00","37,514.00","33,736.00","32,175.00","44,699.00","51,806.00"
"7","Inventories","112,082.00","123,506.00","117,091.00","111,923.00","114,605.00","133,239.00","162,426.00","185,186.00","176,449.00","156,033.00"
"8","Net Property, Plant & Equipment","66,332.00","68,082.00","67,476.00","66,350.00","66,008.00","62,417.00","64,655.00","64,189.00","63,324.00","62,656.00"
"9","Accrued Payable","181,558.00","177,180.00","195,972.00","151,643.00","209,310.00","258,572.00","223,291.00","231,573.00","288,075.00","355,922.00"
"10","Short Term Debt","2,589.00","3,086.00","3,131.00","3,611.00","3,797.00","4,453.00","2,921.00","2,872.00","3,473.00","3,462.00"
"11","Long Term Debt","4,961.00","5,856.00","5,963.00","4,909.00","4,973.00","3,797.00","5,049.00","5,293.00","4,978.00","5,026.00"
"12","Net Operating Cash Flow","31,712.00","4,364.00","6,708.00","9,256.00","56,790.00","36,086.00","(55,774.00)","11,752.00","68,502.00","106,947.00"
"13","Capital Expenditures","(973.00)","(2,489.00)","(8,582.00)","(812.00)","(3,785.00)","(3,733.00)","(11,853.00)","(2,610.00)","(764.00)","(988.00)"
"14","Total Shares Outstanding (million)","164,385.65","164,385.65","164,386.00","164,386.00","164,386.00","164,386.00","164,386.00","164,386.00","164,386.00","164,386.00"
