"1","Financial Year","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019"
"2","Sales/Revenue","129,525.00","368,310.00","268,578.00","208,711.00","339,440.00","1,454,443.00","1,297,782.00","1,024,175.00","789,539.00","792,681.00"
"3","Pretax Income","7,926.00","24,287.00","9,712.00","3,361.00","27,333.00","54,009.00","33,742.00","(25,621.00)","(33,243.00)","(80,833.00)"
"4","Net Income","5,506.00","15,565.00","5,947.00","969.00","25,539.00","39,185.00","19,106.00","(34,392.00)","(37,487.00)","(85,822.00)"
"5","Cash & Short-Term Investments","10,698.00","9,488.00","30,301.00","68,983.00","62,932.00","65,445.00","74,365.00","46,909.00","47,859.00","87,926.00"
"6","Cash Only","3,653.00","7,949.00","10,511.00","8,161.00","47,394.00","50,400.00","49,158.00","19,121.00","47,859.00","87,926.00"
"7","Total Accounts Receivables","132,376.00","145,795.00","93,695.00","76,447.00","490,114.00","405,916.00","342,801.00","265,469.00","209,692.00","280,297.00"
"8","Inventories","30,960.00","32,333.00","40,834.00","45,096.00","122,431.00","153,811.00","119,135.00","117,204.00","123,421.00","140,581.00"
"9","Net Property, Plant & Equipment","55,200.00","56,520.00","63,776.00","63,515.00","352,688.00","343,769.00","463,215.00","448,628.00","424,410.00","266,454.00"
"10","Short Term Debt","6,503.00","37,683.00","91,534.00","82,132.00","393,032.00","449,898.00","554,738.00","475,080.00","458,430.00","447,446.00"
"11","Long Term Debt","-","-","32,107.00","1,170.00","96,166.00","142,595.00","180,495.00","139,285.00","137,068.00","83,638.00"
"12","Net Operating Cash Flow","9,308.00","(17,948.00)","(8,274.00)","47,491.00","(24,555.00)","(42,176.00)","(86,857.00)","103,454.00","28,955.00","13,284.00"
"13","Capital Expenditures","(1,267.00)","(7,998.00)","(4,493.00)","(8,071.00)","(14,640.00)","(10,391.00)","(33,165.00)","(8,814.00)","(5,588.00)","(5,528.00)"
"14","Total Shares Outstanding (million)","186,749.00","186,749.00","214,763.00","279,450.00","317,050.00","317,050.00","317,050.00","317,050.00","317,050.00","317,050.00"
