"1","Financial Year","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019","31-12-2020","31-12-2021"
"2","Sales/Revenue","20,392.78","18,414.56","15,592.70","13,113.74","18,745.52","20,074.97","20,347.54","15,566.33","14,718.00","11,656.59"
"3","Pretax Income","(1,555.52)","(725.96)","(4,237.94)","(6,284.46)","23,104.37","1,980.61","1,859.31","201.12","(4,186.00)","(11,789.63)"
"4","Net Income","(1,555.52)","(725.96)","(4,237.94)","(6,284.46)","22,046.94","1,821.25","1,621.59","(12.40)","(5,069.00)","(11,669.63)"
"5","Cash & Short-Term Investments","1,231.64","852.72","620.25","421.37","28,750.68","23,999.45","25,699.40","27,241.59","28,456.00","16,523.61"
"6","Cash Only","1,014.14","628.38","388.96","421.37","2,950.68","969.14","-","-","-","-"
"7","Total Accounts Receivables","4,295.21","7,089.19","5,798.10","3,028.06","1,815.62","4,548.76","3,647.64","5,571.05","4,380.00","18,107.74"
"8","Inventories","4,155.19","4,955.76","3,962.59","3,914.57","2,777.68","4,051.17","5,141.65","4,085.04","5,328.00","3,646.60"
"9","Net Property, Plant & Equipment","28,169.44","27,694.11","27,493.95","26,162.70","11,944.72","11,307.15","10,996.19","11,117.22","9,876.00","25,692.24"
"10","Accrued Payable","268.54","485.41","260.57","-","-","-","-","-","2,517.00","-"
"11","Short Term Debt","7,847.86","11,180.02","11,973.05","11,878.63","1,322.20","676.64","1,936.15","2,746.12","3,900.00","2,844.56"
"12","Long Term Debt","49.00","418.02","488.50","395.74","298.55","196.91","316.93","552.52","479.00","3,981.89"
"13","Net Operating Cash Flow","918.07","(683.09)","492.66","(68.17)","4,764.12","(3,202.25)","(108.34)","(926.94)","(2,152.00)","(14,510.13)"
"14","Capital Expenditures","(155.79)","(240.05)","(795.99)","(56.86)","(21.74)","(572.16)","(514.87)","(171.77)","(85.00)","(17,469.63)"
"15","Total Shares Outstanding (million)","45,382.00","45,382.50","45,382.50","45,382.50","45,382.50","45,382.50","45,382.50","49,920.70","54,912.77","178,719.91"
