"1","Financial Year","30-09-2011","30-09-2012","30-09-2013","30-09-2014","30-09-2015","30-09-2016","30-09-2017","30-09-2018","30-09-2019","30-09-2020"
"2","Sales/Revenue","1,671,255.00","2,241,289.00","1,598,653.00","1,867,170.00","1,942,312.00","1,740,493.00","1,599,391.00","1,390,916.00","1,037,110.00","1,075,983.00"
"3","Pretax Income","13,844.00","428,756.00","(55,236.00)","122,811.00","207,228.00","(6,924.00)","46,133.00","(131,246.00)","(67,788.00)","38,289.00"
"4","Net Income","13,466.00","427,296.00","(61,611.00)","109,885.00","209,500.00","(8,222.00)","40,941.00","(112,094.00)","(54,173.00)","26,073.00"
"5","Cash & Short-Term Investments","73,011.00","79,619.00","177,188.00","260,786.00","383,488.00","281,914.00","296,306.00","213,810.00","287,632.00","328,279.00"
"6","Cash Only","69,318.00","53,431.00","177,188.00","260,786.00","383,488.00","108,292.00","112,909.00","89,149.00","49,375.00","68,687.00"
"7","Total Accounts Receivables","335,434.00","410,271.00","222,241.00","307,197.00","366,361.00","317,280.00","318,036.00","292,931.00","285,639.00","250,925.00"
"8","Inventories","224,864.00","324,648.00","289,592.00","301,490.00","366,238.00","255,718.00","234,881.00","253,488.00","192,202.00","207,450.00"
"9","Net Property, Plant & Equipment","702,311.00","725,281.00","680,190.00","618,347.00","649,338.00","556,536.00","510,125.00","393,372.00","278,452.00","352,392.00"
"10","Accrued Payable","-","-","-","-","-","-","-","-","-","-"
"11","Short Term Debt","224,708.00","129,083.00","54,853.00","82,469.00","138,567.00","50,608.00","54,602.00","52,996.00","47,517.00","63,701.00"
"12","Long Term Debt","-","-","-","-","-","-","-","-","-","4,394.00"
"13","Net Operating Cash Flow","140,829.00","378,501.00","242,864.00","140,846.00","212,276.00","186,445.00","136,800.00","10,547.00","77,462.00","214.00"
"14","Capital Expenditures","(47,561.00)","(133,191.00)","(43,782.00)","(41,179.00)","(65,519.00)","(75,297.00)","(42,525.00)","(67,528.00)","(24,142.00)","(54,309.00)"
"15","Total Shares Outstanding (million)","2,044,760.00","2,028,913.00","2,029,488.00","2,031,980.30","2,046,727.00","2,060,172.30","2,060,912.30","2,060,912.00","2,060,912.00","2,093,470.00"
