"1","Financial Year","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3","31-12-2021       4"
"2","Sales/Revenue","101,046.00","138,651.78","71,503.00","55,778.00","84,929.00","96,284.78","54,932.00","39,751.00","82,686.00","96,001.00"
"3","Pretax Income","9,100.00","24,843.43","7,716.00","8,057.00","14,568.00","18,196.38","8,206.00","4,403.00","8,343.00","11,363.00"
"4","Net Income","6,453.00","18,516.90","5,413.00","5,485.00","10,708.00","13,311.08","5,576.00","2,823.00","5,149.00","9,675.00"
"5","Cash & Short-Term Investments","32,125.00","23,554.00","36,074.00","31,642.00","42,562.00","57,790.00","55,808.00","46,076.00","41,005.00","58,995.00"
"6","Cash Only","32,125.00","23,554.00","36,074.00","31,642.00","42,562.00","57,790.00","55,808.00","46,076.00","41,005.00","58,995.00"
"7","Total Accounts Receivables","47,156.00","61,869.00","50,455.00","37,796.00","55,438.00","35,404.00","36,951.00","17,866.00","32,425.00","51,383.00"
"8","Inventories","391,325.00","363,442.00","358,932.00","348,177.00","339,861.00","342,603.00","323,553.00","319,860.00","310,898.00","345,253.00"
"9","Net Property, Plant & Equipment","37,368.00","41,555.00","54,737.00","58,410.00","58,689.00","60,507.00","63,243.00","62,432.00","61,900.00","61,777.00"
"10","Accrued Payable","61,180.00","116,537.00","91,280.00","86,180.00","81,943.00","112,029.00","99,045.00","44,567.00","58,964.00","108,773.00"
"11","Short Term Debt","132,294.00","149,199.00","132,824.00","138,073.00","136,444.00","132,992.00","142,141.00","132,116.00","141,587.00","115,952.00"
"12","Long Term Debt","131,352.00","116,713.00","113,002.00","110,571.00","107,674.00","110,306.00","104,600.00","99,526.00","94,756.00","91,175.00"
"13","Net Operating Cash Flow","(2,917.00)","6,633.00","35,253.00","(2,584.00)","18,380.00","20,018.00","(333.00)","20,729.00","(5,881.00)","25,481.00"
"14","Capital Expenditures","(3,392.00)","(4,991.00)","(4,396.00)","2,428.00","(8,568.00)","(3,239.00)","(4,478.00)","(968.00)","(941.00)","(1,142.00)"
"15","Total Shares Outstanding (million)","496,405.65","496,405.65","496,405.65","496,405.65","496,405.65","496,405.65","496,405.65","496,405.65","496,405.65","546,046.22"
