"1","Financial Year","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3","31-12-2021       4"
"2","Sales/Revenue","652,104.00","630,932.00","609,544.00","50,554.00","485,705.00","527,350.00","383,881.00","326,487.00","66,178.00","483,010.00"
"3","Pretax Income","70,823.00","79,965.00","77,533.00","(24,732.00)","47,279.00","43,896.00","12,645.00","14,468.00","(31,103.00)","29,228.00"
"4","Net Income","48,008.00","56,788.00","55,593.00","(23,665.00)","30,259.00","(40,960.00)","7,517.00","2,051.00","(29,907.00)","20,523.00"
"5","Cash & Short-Term Investments","349,652.00","334,460.00","301,353.00","225,340.00","244,577.00","295,634.00","231,493.00","241,085.00","205,260.00","227,921.00"
"6","Cash Only","322,027.00","306,861.00","276,416.00","200,111.00","220,778.00","272,540.00","208,741.00","219,307.00","184,492.00","192,676.00"
"7","Total Accounts Receivables","38,228.00","42,970.00","42,632.00","44,849.00","54,122.00","51,305.00","59,902.00","49,991.00","68,389.00","72,689.00"
"8","Inventories","1,734.00","1,367.00","1,200.00","1,895.00","1,946.00","2,071.00","1,704.00","1,726.00","1,447.00","1,292.00"
"9","Net Property, Plant & Equipment","75,929.00","78,315.00","77,109.00","75,670.00","78,867.00","83,474.00","81,550.00","79,966.00","78,104.00","76,842.00"
"10","Accrued Payable","191,893.00","194,612.00","149,118.00","134,235.00","169,890.00","198,136.00","182,691.00","179,361.00","156,082.00","169,645.00"
"11","Short Term Debt","225,062.00","225,793.00","226,025.00","226,369.00","91,879.00","191,323.00","191,359.00","191,264.00","300,365.00","176,310.00"
"12","Long Term Debt","677,138.00","678,129.00","677,820.00","677,559.00","763,003.00","764,546.00","764,439.00","764,320.00","689,382.00","779,157.00"
"13","Net Operating Cash Flow","10,738.00","46,006.00","35,539.00","(40,520.00)","98,887.00","(12,891.00)","1,542.00","12,869.00","(47,161.00)","44,571.00"
"14","Capital Expenditures","(8,833.00)","(4,350.00)","(1,574.00)","(1,412.00)","(3,523.00)","(8,120.00)","(882.00)","(1,479.00)","(847.00)","(1,362.00)"
"15","Total Shares Outstanding (million)","1,422,956.00","1,422,955.32","1,422,955.32","1,422,955.32","1,437,183.44","1,422,955.32","1,451,549.28","1,451,549.28","1,437,178.95","1,437,178.95"
