"1","Financial Year","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3","31-12-2021       4"
"2","Sales/Revenue","69,781.00","85,743.80","69,128.00","77,805.00","95,604.00","103,951.53","96,176.00","139,012.00","167,999.00","195,821.39"
"3","Pretax Income","1,929.00","3,003.94","1,012.00","6,939.00","11,667.00","11,142.70","13,228.00","21,349.00","26,093.00","36,020.87"
"4","Net Income","1,366.00","53.89","1,261.00","2,562.00","5,243.00","4,456.66","6,877.00","9,065.00","11,477.00","14,681.21"
"5","Cash & Short-Term Investments","39,146.00","37,093.00","41,450.00","44,953.00","51,893.00","50,180.00","51,324.00","58,842.00","61,956.00","83,019.00"
"6","Cash Only","19,508.00","15,731.00","15,248.00","20,398.00","26,499.00","24,811.00","23,512.00","29,516.00","26,927.00","36,567.00"
"7","Total Accounts Receivables","28,609.00","30,970.00","27,328.00","28,797.00","25,932.00","24,042.00","26,287.00","22,899.00","38,826.00","28,671.00"
"8","Inventories","26,513.00","25,358.00","24,750.00","24,496.00","24,677.00","19,716.00","22,512.00","22,331.00","21,188.00","21,609.00"
"9","Net Property, Plant & Equipment","399,325.00","400,882.00","403,463.00","401,720.00","508,825.00","507,424.00","502,758.00","497,362.00","491,544.00","486,200.00"
"10","Accrued Payable","24,453.00","31,771.00","23,515.00","24,318.00","28,603.00","26,381.00","25,654.00","26,767.00","34,608.00","37,757.00"
"11","Short Term Debt","81,338.00","77,228.00","87,999.00","92,213.00","83,097.00","67,650.00","67,890.00","61,714.00","44,932.00","25,486.00"
"12","Long Term Debt","62,909.00","57,241.00","53,589.00","50,272.00","48,815.00","49,643.00","41,334.00","38,381.00","36,305.00","34,209.00"
"13","Net Operating Cash Flow","9,007.00","15,750.00","3,632.00","12,533.00","18,424.00","18,818.00","11,745.00","32,063.00","23,846.00","46,493.00"
"14","Capital Expenditures","(5,634.00)","(7,925.00)","(4,305.00)","(3,522.00)","(4,814.00)","(4,791.00)","(2,692.00)","(1,955.00)","(1,751.00)","(3,135.00)"
"15","Total Shares Outstanding (million)","196,543.97","196,543.97","196,543.97","196,543.97","196,543.97","196,543.97","196,543.97","196,543.97","196,543.97","196,543.97"
