"1","Financial Year","28-02-2010","28-02-2011","29-02-2012","28-02-2013","28-02-2014","28-02-2015","29-02-2016","31-03-2017","31-03-2018","31-03-2019"
"2","Sales/Revenue","27,509.12","37,215.17","37,216.75","23,186.71","21,757.13","23,398.07","17,393.80","18,242.48","23,086.24","20,612.85"
"3","Pretax Income","(1,627.81)","1,253.75","966.93","(4,194.99)","1,183.36","409.31","(2,623.78)","(10,291.19)","(5,956.18)","(10,518.61)"
"4","Net Income","(1,735.80)","301.98","230.62","(10,841.06)","1,112.11","712.69","(2,542.45)","(10,105.44)","(5,627.84)","(8,745.99)"
"5","Cash & Short-Term Investments","2,530.91","3,320.47","3,300.95","1,653.38","19,957.06","3,585.69","3,482.77","10,957.81","9,595.40","1,251.25"
"6","Cash Only","2,015.91","2,821.97","2,725.23","1,632.38","2,340.30","-","-","-","-","-"
"7","Total Accounts Receivables","13,935.96","9,429.49","11,128.10","5,221.10","7,513.53","9,233.48","9,605.22","15,003.14","14,047.32","16,045.36"
"8","Inventories","3,463.87","3,574.15","2,488.69","1,916.60","1,981.78","2,782.55","2,347.72","2,453.91","2,304.15","2,151.08"
"9","Net Property, Plant & Equipment","30,623.46","28,652.48","27,664.85","24,883.39","24,112.95","37,976.22","44,143.55","55,595.30","63,208.65","57,531.16"
"10","Short Term Debt","6,299.00","4,087.81","3,083.35","1,391.72","1,618.73","1,202.16","2,055.92","2,454.43","2,096.53","2,949.21"
"11","Long Term Debt","13,548.68","12,477.30","11,712.39","13,390.21","13,105.29","2,886.30","8,694.37","13,017.57","7,302.82","10,711.24"
"12","Net Operating Cash Flow","(2,506.05)","6,076.89","2,761.37","(3,795.70)","230.99","2,042.40","(1,951.64)","(6,935.06)","(666.01)","(5,284.42)"
"13","Capital Expenditures","(520.79)","(760.28)","(662.55)","(384.10)","(61.22)","(6,070.52)","(5,026.96)","(10,190.56)","(10,931.44)","(7,989.78)"
"14","Total Shares Outstanding (million)","183,315.00","183,315.00","183,315.00","196,428.00","131,229.20","131,229.20","144,352.10","288,707.09","421,894.31","464,083.31"
