"1","Financial Year","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3","31-12-2021       4"
"2","Sales/Revenue","4,873.00","5,178.72","3,452.00","3,470.00","5,288.00","5,893.49","5,478.00","8,656.00","31,777.00","258,362.00"
"3","Pretax Income","235.00","(562.44)","(369.00)","115.00","577.00","(842.15)","(1,529.00)","1,202.00","3,051.00","41,955.00"
"4","Net Income","262.00","(733.89)","(396.00)","64.00","416.00","(1,008.40)","(1,656.00)","438.00","2,080.00","30,133.00"
"5","Cash & Short-Term Investments","19,279.00","18,833.00","17,845.00","17,663.00","16,897.00","49,980.00","45,710.00","52,633.00","31,395.00","53,951.00"
"6","Cash Only","-","-","-","-","-","-","-","23,055.00","30,483.00","53,643.00"
"7","Total Accounts Receivables","13,054.00","13,216.00","13,812.00","13,877.00","16,086.00","17,128.00","21,110.00","22,700.00","22,925.00","49,652.00"
"8","Inventories","1,467.00","1,662.00","1,756.00","1,953.00","1,692.00","1,816.00","3,580.00","4,699.00","92,505.00","26,027.00"
"9","Net Property, Plant & Equipment","14,391.00","14,564.00","14,334.00","14,315.00","14,050.00","13,704.00","18,007.00","24,063.00","29,940.00","35,107.00"
"10","Short Term Debt","415.00","679.00","705.00","758.00","688.00","691.00","591.00","801.00","27,224.00","609.00"
"11","Long Term Debt","6,551.00","6,554.00","6,297.00","6,344.00","6,454.00","6,207.00","6,046.00","5,633.00","5,758.00","5,674.00"
"12","Net Operating Cash Flow","(1,306.00)","76.00","(583.00)","(145.00)","(1,336.00)","(1,527.00)","(2,922.00)","3,823.00","(41,975.00)","55,383.00"
"13","Capital Expenditures","(13.00)","(251.00)","(17.00)","(32.00)","(159.00)","115.00","(4,602.00)","(6,298.00)","(6,121.00)","(5,504.00)"
"14","Total Shares Outstanding (million)","306,455.00","306,455.00","306,455.00","306,455.00","307,760.00","365,678.30","367,043.30","435,994.30","439,898.30","439,428.30"
