"1","Financial Year","31-12-2019       1","31-03-2020       2","30-06-2020       3","30-09-2020       4","31-12-2020       1","31-03-2021       2","30-06-2021       3","30-09-2021       4","31-12-2021       1","31-03-2022       2"
"2","Sales/Revenue","1,111,142.00","1,005,596.00","918,072.00","953,697.00","1,083,121.00","1,091,849.00","1,059,642.00","896,260.00","1,106,616.00","1,107,689.00"
"3","Pretax Income","160,597.00","134,053.00","119,998.00","108,263.00","158,936.00","139,344.00","119,191.00","61,940.00","108,147.00","111,985.00"
"4","Net Income","128,365.00","102,173.00","93,853.00","85,993.00","136,805.00","103,512.00","96,156.00","58,691.00","92,953.00","93,867.00"
"5","Cash & Short-Term Investments","546,018.00","373,056.00","263,379.00","493,615.00","679,979.00","658,901.00","579,428.00","555,380.00","555,758.00","319,946.00"
"6","Total Accounts Receivables","738,360.00","700,059.00","593,506.00","589,861.00","655,911.00","664,858.00","604,489.00","549,702.00","673,483.00","713,399.00"
"7","Inventories","615,180.00","656,838.00","724,789.00","655,981.00","637,930.00","576,056.00","613,183.00","659,745.00","704,824.00","840,841.00"
"8","Net Property, Plant & Equipment","1,385,816.00","1,406,251.00","1,462,460.00","1,447,076.00","1,437,370.00","1,464,483.00","1,452,795.00","1,497,616.00","1,518,116.00","1,558,289.00"
"9","Accrued Payable","673,528.00","598,963.00","503,158.00","516,654.00","569,263.00","584,504.00","604,143.00","558,253.00","618,881.00","635,755.00"
"10","Short Term Debt","45,830.00","44,101.00","112,123.00","105,540.00","89,788.00","94,530.00","11,686.00","11,143.00","9,505.00","10,115.00"
"11","Long Term Debt","88,838.00","92,177.00","11,601.00","10,785.00","9,902.00","18,055.00","14,101.00","53,904.00","51,943.00","54,560.00"
"12","Net Operating Cash Flow","42,556.00","17,502.00","62,789.00","219,756.00","209,606.00","202,283.00","153,741.00","51,467.00","70,420.00","(59,601.00)"
"13","Capital Expenditures","(50,634.00)","(49,795.00)","(71,635.00)","(35,359.00)","(14,673.00)","(43,478.00)","(32,836.00)","(54,201.00)","(68,656.00)","(49,775.00)"
"14","Total Shares Outstanding (million)","366,779.00","366,779.00","366,779.00","366,779.00","366,779.00","366,779.00","366,779.00","366,779.00","366,779.00","366,779.00"
