"1","Financial Year","30-06-2011","30-06-2012","30-06-2013","30-06-2014","30-06-2015","30-06-2016","30-06-2017","30-06-2018","30-06-2019","30-06-2020"
"2","Sales/Revenue","593,924.61","705,283.50","889,191.81","1,137,071.96","882,870.42","641,567.34","589,675.14","619,053.78","645,200.55","599,164.00"
"3","Pretax Income","71,642.36","45,590.06","4,371.97","17,965.18","6,986.30","1,605.41","3,500.32","28,846.13","(82,719.09)","(160,677.00)"
"4","Net Income","74,698.53","41,364.97","3,176.97","7,308.51","5,164.57","8,178.40","5,337.94","23,657.38","(86,668.45)","(160,515.00)"
"5","Cash & Short-Term Investments","97,007.70","79,988.70","59,817.85","55,616.01","55,375.07","30,446.91","83,042.96","77,043.84","68,759.02","121,526.00"
"6","Cash Only","86,643.80","60,633.02","16,323.22","11,114.05","16,706.57","11,959.72","18,742.96","30,943.84","25,559.02","-"
"7","Total Accounts Receivables","194,372.73","361,083.26","577,605.35","524,049.07","499,318.71","471,709.41","282,374.00","364,887.69","293,568.70","160,900.00"
"8","Inventories","160,659.61","155,844.62","151,743.17","131,004.74","68,102.91","44,968.23","47,264.90","44,739.46","63,812.47","57,210.00"
"9","Net Property, Plant & Equipment","1,682,664.92","1,899,090.35","1,639,271.22","1,584,083.04","1,499,331.86","1,383,651.63","1,145,607.32","1,200,139.94","1,193,063.38","1,009,101.00"
"10","Short Term Debt","274,130.99","412,308.30","519,793.77","529,777.49","416,075.01","374,095.64","322,602.99","290,630.40","275,671.64","235,946.00"
"11","Long Term Debt","241,710.24","371,850.54","402,060.90","311,265.95","234,470.11","134,769.73","101,632.02","62,428.22","76,699.81","71,388.00"
"12","Net Operating Cash Flow","109,093.40","36,115.97","43,878.34","134,906.93","229,189.01","114,677.62","215,017.57","195,410.54","79,185.75","85,765.00"
"13","Capital Expenditures","(212,495.72)","(286,796.71)","(165,844.08)","(44,393.94)","(87,237.66)","(87,895.41)","(128,575.04)","(145,461.90)","(99,021.29)","(21,772.00)"
"14","Total Shares Outstanding (million)","1,200,000.00","1,200,000.00","1,200,000.00","1,200,000.00","1,200,000.00","1,200,000.00","1,200,000.00","1,182,505.40","1,171,258.60","1,168,578.60"
