"1","Financial Year","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-03-2020","31-03-2021","31-03-2021"
"2","Sales/Revenue","62,965.00","73,740.06","91,660.20","91,016.36","84,575.18","115,241.56","114,721.50","102,111.00","73,593.75","73,593.75"
"3","Pretax Income","13,628.00","11,381.82","12,939.54","11,346.43","700.82","2,243.98","(3,876.60)","(42,646.00)","(18,198.37)","(18,198.37)"
"4","Net Income","12,163.00","9,739.87","10,279.18","8,800.20","45.15","366.41","(3,501.31)","(42,210.00)","(20,159.51)","(20,159.51)"
"5","Cash & Short-Term Investments","2,359.00","3,413.00","15,455.14","10,469.15","11,397.05","9,451.31","10,180.16","7,938.00","9,403.86","9,403.86"
"6","Cash Only","2,359.00","3,413.00","15,455.14","-","-","-","-","-","9,403.86","9,403.86"
"7","Total Accounts Receivables","14,882.00","18,276.00","20,106.94","32,532.96","29,669.44","37,941.02","33,135.13","24,492.00","13,989.95","13,989.95"
"8","Inventories","2,679.00","4,218.00","5,889.61","7,617.06","7,415.12","11,077.70","13,127.34","6,554.00","4,521.29","4,521.29"
"9","Net Property, Plant & Equipment","50,412.00","59,247.00","62,291.54","81,431.33","105,373.14","105,259.47","92,863.78","57,072.00","46,141.48","46,141.48"
"10","Accrued Payable","-","-","-","-","-","-","-","36,762.00","13,072.56","13,072.56"
"11","Short Term Debt","9,732.00","13,841.00","9,434.61","18,945.14","30,193.25","36,399.52","28,999.60","28,745.00","15,180.47","15,180.47"
"12","Long Term Debt","22,607.00","22,960.00","15,493.71","13,942.50","25,516.19","21,656.21","17,743.85","15,131.00","12,680.74","12,680.74"
"13","Net Operating Cash Flow","7,097.00","13,559.57","17,418.21","15,609.62","17,994.01","9,344.09","11,671.31","11,700.00","9,304.27","9,304.27"
"14","Capital Expenditures","(6,110.00)","(6,926.00)","(8,090.99)","(26,034.51)","(28,091.84)","(8,917.35)","(2,010.21)","(6,049.00)","(4,404.79)","(4,404.79)"
"15","Total Shares Outstanding (million)","238,948.00","238,948.45","308,697.99","308,700.05","308,700.05","308,700.05","339,570.05","33,957.00","125,981.39","308,700.05"
