"1","Financial Year","31-12-2011","31-12-2012","31-12-2013","31-12-2014","30-06-2016","30-06-2017","30-06-2018","30-06-2019","30-06-2020","30-06-2021"
"2","Sales/Revenue","922,425.00","656,418.00","663,374.00","467,430.00","686,195.00","414,062.00","405,662.00","392,900.00","297,538.00","182,526.00"
"3","Pretax Income","54,188.00","(50,976.00)","24,738.00","2,373.00","(111,701.00)","(116,658.00)","(45,126.00)","(82,972.00)","(183,417.00)","(90,235.00)"
"4","Net Income","15,856.00","31,538.00","6,284.00","(1,725.00)","(136,537.00)","(130,367.00)","(56,077.00)","(102,611.00)","(194,928.00)","(98,658.00)"
"5","Cash & Short-Term Investments","642,915.00","431,812.00","395,070.00","300,344.00","259,588.00","276,711.00","251,278.00","241,584.00","227,478.00","204,649.00"
"6","Cash Only","70,794.00","90,911.00","102,560.00","74,750.00","311,281.00","116,219.00","68,364.00","68,165.00","222,052.00","149,354.00"
"7","Total Accounts Receivables","196,450.00","214,400.00","202,496.00","141,533.00","203,253.00","177,693.00","169,930.00","131,188.00","143,758.00","148,206.00"
"8","Inventories","171,526.00","184,126.00","172,481.00","171,197.00","148,475.00","142,904.00","151,353.00","162,814.00","136,624.00","112,734.00"
"9","Net Property, Plant & Equipment","631,944.00","623,373.00","635,169.00","630,779.00","635,612.00","674,511.00","619,908.00","608,247.00","575,572.00","646,718.00"
"10","Accrued Payable","-","-","-","-","141,253.00","-","-","-","182,586.00","182,470.00"
"11","Short Term Debt","403,825.00","357,131.00","347,060.00","216,588.00","201,876.00","130,392.00","119,987.00","539,927.00","528,657.00","71,740.00"
"12","Long Term Debt","736,169.00","663,088.00","623,264.00","661,815.00","717,435.00","775,629.00","728,787.00","282,307.00","281,451.00","832,130.00"
"13","Net Operating Cash Flow","90,552.00","43,129.00","51,329.00","33,208.00","33,085.00","38,292.00","32,326.00","32,490.00","21,025.00","(20,205.00)"
"14","Capital Expenditures","(9,476.00)","(17,914.00)","(13,860.00)","(25,379.00)","(39,686.00)","(11,452.00)","(14,355.00)","(16,587.00)","(10,695.00)","(4,830.00)"
"15","Total Shares Outstanding (million)","2,029,773.00","2,932,561.00","2,932,561.19","2,932,561.19","2,932,561.19","2,932,561.00","2,932,561.00","2,932,561.00","2,932,561.00","2,932,561.00"
