"1","Financial Year","31-12-2009","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018"
"2","Sales/Revenue","217,497.00","279,150.36","265,018.69","290,007.17","321,423.46","355,043.47","343,655.00","215,346.00","304,558.00","327,956.00"
"3","Pretax Income","19,228.00","37,426.07","30,248.63","48,343.38","62,542.80","76,216.61","81,594.00","33,448.00","55,873.00","74,785.00"
"4","Net Income","15,921.00","29,727.13","26,692.56","41,345.25","52,616.30","64,398.92","71,314.00","25,721.00","51,147.00","70,117.00"
"5","Cash & Short-Term Investments","85,436.00","49,242.22","99,160.40","106,142.02","147,297.44","155,715.72","177,906.00","165,642.00","116,352.00","121,007.00"
"6","Cash Only","35,289.00","24,334.57","34,006.47","33,997.26","46,385.16","35,518.37","74,405.00","42,551.00","32,645.00","31,913.00"
"7","Total Accounts Receivables","38,488.00","48,205.12","37,951.75","69,042.39","62,839.31","79,685.39","51,875.00","40,269.00","92,199.00","74,538.00"
"8","Inventories","8,755.00","15,129.44","12,086.13","17,832.81","14,053.08","19,049.10","17,867.00","8,995.00","13,464.00","12,619.00"
"9","Net Property, Plant & Equipment","121,170.00","180,724.88","135,783.06","111,067.97","87,314.73","75,197.20","83,819.00","72,602.00","150,105.00","145,441.00"
"10","Accrued Payable","16,327.00","20,271.73","14,932.01","-","-","-","-","-","-","-"
"11","Short Term Debt","-","4,243.58","4,004.35","-","5,241.90","1,745.50","10,558.00","-","26,794.00","20,785.00"
"12","Long Term Debt","-","2,121.79","-","-","-","-","-","-","24,402.00","4,157.00"
"13","Net Operating Cash Flow","42,640.00","62,514.45","70,218.45","60,854.41","86,804.49","81,695.96","88,629.00","58,312.00","31,311.00","115,899.00"
"14","Capital Expenditures","(24,715.00)","(97,745.40)","(15,507.51)","(37,473.56)","(14,510.09)","(28,159.39)","(29,097.00)","(8,379.00)","(103,847.00)","(35,890.00)"
"15","Total Shares Outstanding (million)","262,597.00","266,299.00","267,580.00","272,271.00","279,252.00","281,029.00","281,746.00","657,754.86","665,711.55","669,033.00"
