"1","Financial Year","30-06-2019       2","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3"
"2","Sales/Revenue","753,061.00","744,608.00","795,887.03","909,382.00","910,777.00","841,587.00","1,023,238.80","960,121.00","876,226.00","998,104.00"
"3","Pretax Income","72,044.00","70,315.00","60,658.62","83,410.00","71,590.00","58,454.00","53,865.85","40,946.00","43,899.00","41,688.00"
"4","Net Income","60,997.00","60,532.00","43,279.27","72,165.00","56,976.00","46,779.00","46,789.04","33,896.00","36,389.00","34,455.00"
"5","Cash & Short-Term Investments","48,438.00","58,268.00","58,986.75","94,494.00","103,316.00","63,316.00","77,376.00","108,055.00","87,880.00","107,357.00"
"6","Total Accounts Receivables","395,926.00","535,000.00","412,984.32","398,854.00","439,683.00","524,202.00","530,286.00","540,553.00","478,628.00","545,668.00"
"7","Inventories","851,457.00","913,688.00","1,035,115.09","926,410.00","958,911.00","1,411,752.00","1,300,553.00","1,053,837.00","1,362,567.00","1,664,122.00"
"8","Net Property, Plant & Equipment","455,761.00","478,660.00","492,407.78","630,117.00","620,647.00","624,782.00","841,181.00","874,220.00","911,822.00","922,187.00"
"9","Accrued Payable","192,461.00","208,488.00","325,176.80","183,143.00","247,024.00","383,434.00","373,000.00","242,375.00","341,149.00","332,496.00"
"10","Short Term Debt","720,972.00","887,738.00","639,327.51","736,233.00","569,135.00","924,515.00","703,947.00","653,076.00","823,646.00","1,169,641.00"
"11","Long Term Debt","50,972.00","48,760.00","47,271.14","63,329.00","145,496.00","138,835.00","478,898.00","462,507.00","454,581.00","445,376.00"
"12","Net Operating Cash Flow","7,904.00","(116,467.00)","162,858.77","32,041.00","61,289.00","(333,763.00)","99,054.00","159,895.00","(136,083.00)","(333,561.00)"
"13","Capital Expenditures","(12,739.00)","(25,855.00)","(15,500.67)","(9,178.00)","(4,602.00)","(17,303.00)","(176,935.00)","(39,606.00)","(46,017.00)","(17,730.00)"
"14","Total Shares Outstanding (million)","955,609.50","955,609.50","1,008,155.67","1,008,798.27","1,023,286.50","1,031,716.20","1,034,112.70","1,034,761.31","1,038,385.12","1,051,091.42"
