"1","Financial Year","30-04-2012","30-04-2013","30-04-2014","30-04-2015","30-04-2016","30-04-2017","30-04-2018","30-04-2019","30-04-2020","30-04-2021"
"2","Sales/Revenue","231,382.00","206,090.00","244,347.00","213,152.00","205,736.00","274,709.00","277,728.00","203,741.00","293,982.00","398,069.00"
"3","Pretax Income","108,647.00","82,704.00","84,097.00","58,437.00","70,234.00","98,888.00","58,603.00","(48,892.00)","8,433.00","25,046.00"
"4","Net Income","85,881.00","68,709.00","71,518.00","47,184.00","59,572.00","84,554.00","48,429.00","(39,027.00)","15,772.00","13,186.00"
"5","Cash & Short-Term Investments","166,859.00","143,647.00","185,725.00","201,996.00","81,249.00","101,778.00","124,616.00","52,476.00","58,543.00","43,541.00"
"6","Cash Only","-","89.00","1,413.00","1,051.00","6,900.00","1,720.00","1,373.00","2,882.00","35,131.00","33,204.00"
"7","Total Accounts Receivables","17,191.00","12,212.00","17,091.00","16,006.00","83,407.00","114,987.00","37,425.00","66,361.00","83,795.00","88,914.00"
"8","Inventories","10,829.00","9,746.00","8,618.00","8,733.00","17,704.00","20,735.00","29,760.00","27,975.00","35,765.00","28,101.00"
"9","Net Property, Plant & Equipment","874,806.00","1,488,482.00","1,519,963.00","1,527,936.00","1,639,235.00","1,685,813.00","1,693,734.00","1,375,402.00","1,492,986.00","1,461,512.00"
"10","Accrued Payable","4,757.00","-","-","-","-","-","-","-","81,491.00","58,843.00"
"11","Short Term Debt","-","-","-","-","-","-","58,808.00","141,941.00","96,291.00","75,675.00"
"12","Long Term Debt","-","-","-","-","136,896.00","152,270.00","78,410.00","67,322.00","56,821.00","56,538.00"
"13","Net Operating Cash Flow","103,657.00","78,017.00","75,658.00","62,409.00","84,900.00","84,225.00","105,921.00","14,415.00","18,377.00","63,779.00"
"14","Capital Expenditures","(42,901.00)","(40,757.00)","(48,427.00)","(26,667.00)","(19,323.00)","(56,393.00)","(42,649.00)","(90,786.00)","(108,875.00)","(35,429.00)"
"15","Total Shares Outstanding (million)","203,473.00","205,109.00","206,503.00","207,719.00","209,221.20","209,270.00","209,681.20","209,691.20","209,769.20","209,769.20"
