"1","Financial Year","30-09-2019       1","31-12-2019       2","31-03-2020       3","30-06-2020       4","30-09-2020       1","31-12-2020       2","31-03-2021       3","30-06-2021       4","30-09-2021       1","31-12-2021       2"
"2","Sales/Revenue","18,195.00","17,767.00","16,207.00","14,353.29","11,607.00","15,976.00","16,118.00","13,287.53","13,241.00","30,582.00"
"3","Pretax Income","1,425.00","891.00","1,197.00","1,255.94","1,478.00","2,554.00","1,664.00","2,273.57","6,169.00","6,899.00"
"4","Net Income","1,135.00","676.00","902.00","(1,607.04)","1,148.00","1,959.00","1,319.00","(2,606.01)","5,724.00","5,488.00"
"5","Cash & Short-Term Investments","38,084.00","35,411.00","29,886.00","35,339.00","40,505.00","40,450.00","34,346.00","38,059.00","47,253.00","28,668.00"
"6","Cash Only","38,084.00","35,411.00","29,886.00","35,339.00","40,505.00","40,450.00","34,346.00","38,059.00","47,253.00","28,668.00"
"7","Total Accounts Receivables","19,989.00","21,617.00","25,218.00","16,089.00","12,962.00","11,813.00","16,308.00","14,933.00","12,686.00","21,828.00"
"8","Inventories","16,553.00","18,490.00","16,666.00","13,978.00","15,894.00","15,742.00","19,452.00","17,855.00","17,375.00","35,632.00"
"9","Net Property, Plant & Equipment","29,338.00","29,190.00","29,124.00","28,959.00","28,845.00","28,745.00","28,576.00","27,001.00","26,762.00","26,887.00"
"10","Accrued Payable","-","-","-","-","-","1,116.00","4,209.00","3,120.00","2,204.00","5,677.00"
"11","Short Term Debt","620.00","516.00","414.00","421.00","413.00","312.00","312.00","321.00","312.00","312.00"
"12","Long Term Debt","3,230.00","3,158.00","3,078.00","2,997.00","2,817.00","2,841.00","2,763.00","2,675.00","2,606.00","2,528.00"
"13","Net Operating Cash Flow","7,378.00","(2,314.00)","(2,559.00)","10,164.00","2,806.00","461.00","(3,436.00)","5,079.00","3,401.00","(18,066.00)"
"14","Capital Expenditures","(126.00)","(143.00)","(226.00)","(309.00)","(202.00)","(253.00)","(92.00)","(218.00)","(39.00)","(479.00)"
"15","Total Shares Outstanding (million)","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00"
