"1","Financial Year","30-09-2019       1","31-12-2019       2","31-03-2020       3","30-06-2020       4","30-09-2020       1","31-12-2020       2","31-03-2021       3","30-06-2021       4","30-09-2021       1","31-12-2021       2"
"2","Sales/Revenue","9,493.00","9,999.00","8,168.00","3,235.84","9,951.00","11,412.00","11,840.00","15,605.08","6,584.00","9,566.00"
"3","Pretax Income","10,354.00","(6,186.00)","(2,453.00)","244.46","(1,607.00)","449.00","710.00","183.68","(3,843.00)","(3,072.00)"
"4","Net Income","10,369.00","(6,175.00)","(2,441.00)","(1,131.07)","(1,592.00)","383.00","723.00","268.75","(3,839.00)","(3,061.00)"
"5","Cash & Short-Term Investments","810.00","895.00","671.00","468.00","480.00","545.00","177.00","140.00","2,122.00","323.00"
"6","Cash Only","810.00","895.00","671.00","468.00","480.00","545.00","177.00","140.00","2,122.00","323.00"
"7","Total Accounts Receivables","7,902.00","6,195.00","5,549.00","5,476.00","5,354.00","6,402.00","6,174.00","7,638.00","4,215.00","7,433.00"
"8","Inventories","57,138.00","55,200.00","53,514.00","55,666.00","54,495.00","53,003.00","53,203.00","49,337.00","48,284.00","49,062.00"
"9","Net Property, Plant & Equipment","45,957.00","45,473.00","45,004.00","44,565.00","43,997.00","43,570.00","43,584.00","37,461.00","37,454.00","36,928.00"
"10","Accrued Payable","-","33,535.00","39,710.00","42,975.00","41,113.00","40,317.00","38,639.00","35,117.00","21,581.00","22,349.00"
"11","Short Term Debt","25,182.00","24,341.00","25,637.00","23,665.00","24,736.00","24,860.00","24,446.00","17,449.00","15,790.00","19,474.00"
"12","Long Term Debt","-","6,389.00","6,052.00","7,106.00","5,809.00","5,611.00","5,233.00","12,242.00","5,701.00","5,564.00"
"13","Net Operating Cash Flow","(2,520.00)","1,346.00","356.00","1,195.00","1,029.00","1,071.00","1,751.00","536.00","(14,795.00)","(5,229.00)"
"14","Capital Expenditures","(134.00)","(341.00)","(956.00)","211.00","(268.00)","(394.00)","(835.00)","(149.00)","(821.00)","(327.00)"
"15","Total Shares Outstanding (million)","-","95,428.40","95,428.40","104,971.20","104,971.20","104,971.20","104,971.20","104,971.20","170,957.50","174,334.60"
