"1","Financial Year","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019"
"2","Sales/Revenue","91,048.23","95,058.45","103,541.25","120,234.67","121,991.06","125,511.22","124,570.90","125,542.82","135,106.72","137,089.48"
"3","Pretax Income","39,183.89","86,651.38","58,469.65","58,765.99","50,386.96","4,759.34","43,157.82","32,695.64","33,128.58","39,613.62"
"4","Net Income","39,183.89","86,651.38","58,469.65","58,765.99","50,386.96","4,759.34","43,157.82","32,695.64","33,128.58","11,442.49"
"5","Cash & Short-Term Investments","24,670.52","19,265.51","26,127.09","23,283.68","14,739.24","19,085.64","14,560.25","22,095.77","13,334.71","10,466.67"
"6","Cash Only","24,670.52","19,265.51","26,127.09","23,283.68","14,739.24","19,085.64","14,560.25","22,095.77","13,334.71","10,466.67"
"7","Total Accounts Receivables","2,209.36","4,237.12","5,398.61","7,353.14","6,717.67","9,679.31","20,482.86","16,349.05","23,705.22","23,992.45"
"8","Net Property, Plant & Equipment","552.91","-","533.44","1,740.01","21,678.95","335.06","162.08","94.48","140.78","113.10"
"9","Accrued Payable","-","132.87","1,023.66","-","-","21,730.20","-","-","-","-"
"10","Short Term Debt","184,000.00","-","150,000.00","-","-","15,000.00","15,000.00","15,000.00","15,000.00","15,000.00"
"11","Long Term Debt","150,000.00","363,480.00","286,100.00","436,100.00","453,876.33","479,214.81","493,200.37","542,057.48","548,071.88","548,090.86"
"12","Net Operating Cash Flow","39,323.32","32,463.26","62,983.78","64,907.73","62,486.48","68,537.80","49,755.11","76,900.48","83,590.81","66,564.65"
"13","Capital Expenditures","(21,162.43)","(21,709.88)","(3,150.52)","(4,651.20)","(24,588.80)","(20,913.77)","(2,103.14)","(100.36)","(64.22)","(3.10)"
"14","Total Shares Outstanding (million)","330,411.00","330,411.00","400,634.00","409,584.28","409,584.28","409,584.28","409,584.28","461,960.18","461,960.18","461,960.18"
