"1","Financial Year","31-12-2011","31-12-2012","30-06-2014","30-06-2015","30-06-2016","30-06-2017","30-06-2018","30-06-2019","30-06-2020","30-06-2021"
"2","Sales/Revenue","23,368.48","135,386.45","27,884.41","22,988.28","27,605.04","13,843.84","9,482.78","9,373.82","8,848.00","16,916.45"
"3","Pretax Income","(2,511.16)","2,836.45","(6,835.39)","(1,306.51)","(1,803.66)","(6,804.08)","(5,851.35)","(6,777.88)","(4,956.00)","(16,363.76)"
"4","Net Income","(2,195.93)","27.91","(11,347.79)","(1,363.15)","(1,921.73)","(6,927.67)","(5,690.38)","(6,796.56)","(5,024.00)","(16,636.66)"
"5","Cash & Short-Term Investments","5,292.05","3,699.21","4,508.83","11,649.61","41,811.63","32,424.06","11,426.72","25,491.95","16,669.00","101,956.42"
"6","Cash Only","5,237.39","3,642.83","4,200.67","10,141.46","14,385.69","18,085.56","5,692.58","25,491.95","15,963.00","-"
"7","Total Accounts Receivables","6,731.31","46,593.20","2,696.07","4,697.13","18,444.74","41,368.35","29,922.97","32,112.87","14,037.00","86,325.15"
"8","Inventories","7,073.70","6,881.04","2,588.98","1,608.57","907.12","971.64","29,121.50","27,127.26","28,028.00","13,118.53"
"9","Net Property, Plant & Equipment","32,102.60","31,691.30","27,968.40","24,952.48","22,066.14","21,173.39","33,044.14","22,803.30","29,719.00","32,811.73"
"10","Accrued Payable","-","-","-","2,721.31","1,856.95","2,230.65","1,118.03","13,306.85","10,913.00","6,214.36"
"11","Short Term Debt","1,071.46","1,389.60","41.24","152.93","162.15","155.61","134.53","98.46","31.00","2,592.30"
"12","Long Term Debt","419.65","327.65","83.48","509.89","347.93","192.18","163.46","65.00","42.00","142.63"
"13","Net Operating Cash Flow","3,834.82","(1,521.87)","2,153.11","3,341.21","(12,016.48)","(27,280.69)","(25,251.21)","(2,824.99)","(4,431.00)","(79,994.97)"
"14","Capital Expenditures","(706.83)","(1,434.56)","(505.90)","(554.54)","(1,011.91)","(320.27)","(8,849.33)","(54.89)","(8,998.00)","(26,584.37)"
"15","Total Shares Outstanding (million)","91,548.00","98,830.00","98,830.36","108,713.39","128,738.50","161,390.40","198,606.80","213,844.60","213,844.60","853,228.23"
