"1","Financial Year","31-12-2010","31-12-2011","31-12-2012","31-12-2013","30-06-2015","30-06-2016","30-06-2017","31-12-2018","31-12-2019","31-12-2020"
"2","Sales/Revenue","308,240.19","344,063.86","-","-","619,666.11","654,908.27","622,968.52","330,879.38","459,056.18","462,438.00"
"3","Pretax Income","24,233.15","21,083.98","-","-","94,957.99","119,295.24","93,732.14","78,870.95","54,377.85","34,069.00"
"4","Net Income","20,968.05","19,549.99","25,028.22","75,643.35","63,559.79","77,367.37","63,659.93","60,472.99","46,032.75","9,949.00"
"5","Cash & Short-Term Investments","16,341.96","10,233.45","1,430.55","150,282.77","462,347.30","93,291.62","88,206.30","344,354.40","469,659.89","599,300.00"
"6","Cash Only","16,341.96","10,233.45","1,430.55","39.42","236,708.37","50,921.68","42,534.05","260,427.97","375,874.57","599,300.00"
"7","Total Accounts Receivables","39,311.01","47,375.01","7.63","1,052.57","155,979.90","565,882.37","375,201.43","262,671.56","237,890.72","227,860.00"
"8","Inventories","44,182.73","41,993.48","-","-","155,595.54","234,718.13","196,927.92","185,743.75","318,869.31","365,148.00"
"9","Net Property, Plant & Equipment","168,098.19","189,437.53","-","-","125,973.28","282,570.56","280,048.79","272,081.94","269,554.41","259,432.00"
"10","Accrued Payable","45,893.93","49,677.31","-","-","-","-","-","-","-","-"
"11","Short Term Debt","22,410.09","25,715.34","-","-","22,827.91","14,449.61","65,360.76","124,679.55","8,739.33","31,529.00"
"12","Long Term Debt","8,701.66","9,159.16","-","-","193,406.36","173,967.00","178,499.95","212,859.56","521,439.80","503,947.00"
"13","Net Operating Cash Flow","22,164.40","34,234.53","35,904.21","2,314.73","151,807.95","(136,981.55)","39,120.35","207,765.35","(16,026.79)","154,311.00"
"14","Capital Expenditures","(28,253.08)","(35,320.46)","(7,168.23)","-","(45,084.35)","(47,790.32)","(33,342.41)","(6,645.79)","(16,187.91)","(6,422.00)"
"15","Total Shares Outstanding (million)","2,360.00","2,360.00","2,356.00","2,356.25","1,334,777.11","1,334,777.11","1,334,777.11","1,456,995.47","1,456,995.47","1,456,995.47"
