"1","Financial Year","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019","31-12-2020","31-12-2021"
"2","Sales/Revenue","87,691.28","89,602.68","85,633.34","120,522.61","120,277.63","104,050.52","82,091.16","132,546.44","76,895.90","210,602.00"
"3","Pretax Income","8,758.04","14,088.78","9,187.93","18,595.68","(2,597.82)","15,038.14","7,038.92","5,684.59","11,828.53","51,149.00"
"4","Net Income","7,831.49","12,968.01","6,673.00","11,930.66","(9,723.92)","13,188.67","5,550.25","2,647.93","5,625.97","34,553.00"
"5","Cash & Short-Term Investments","7,048.62","14,709.83","11,614.62","14,071.50","14,649.80","31,994.20","25,081.87","14,011.92","6,455.96","20,005.00"
"6","Cash Only","6,403.12","6,186.09","10,662.02","11,564.30","12,956.62","10,856.41","9,643.02","11,310.46","6,455.96","20,005.00"
"7","Total Accounts Receivables","21,856.09","23,645.29","29,805.52","63,875.72","41,917.29","40,413.69","25,074.40","51,665.29","71,936.56","218,445.00"
"8","Inventories","9,464.24","9,945.60","46,960.88","68,809.76","87,283.54","76,126.45","78,734.29","58,096.63","92,712.71","366,425.00"
"9","Net Property, Plant & Equipment","19,802.88","36,538.27","21,862.46","21,386.09","13,306.85","8,350.02","8,029.75","6,452.11","147.72","3,169.00"
"10","Accrued Payable","-","6,548.00","16,648.82","5,787.50","4,444.05","-","-","-","-","52,484.00"
"11","Short Term Debt","11,620.21","9,708.89","14,869.96","19,484.45","10,900.10","4,486.55","151.66","2,281.58","-","8,131.00"
"12","Long Term Debt","3,244.33","9,165.25","12,614.57","6,808.91","8,309.69","1,823.55","650.42","1,215.06","-","245,899.00"
"13","Net Operating Cash Flow","5,675.54","5,929.97","(1,385.72)","(22,925.83)","(2,759.68)","4,943.91","22,677.55","20,079.56","(23,511.20)","(275,368.00)"
"14","Capital Expenditures","(2,815.96)","(2,248.58)","(1,702.92)","(2,623.48)","(1,185.46)","(900.26)","(146.00)","(154.05)","(112.31)","(3,142.00)"
"15","Total Shares Outstanding (million)","318,173.00","325,496.15","365,554.82","479,159.71","477,308.91","475,145.71","470,847.71","501,084.87","528,825.67","880,755.04"
