"1","Financial Year","30-06-2019       2","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3"
"2","Sales/Revenue","23,022.00","40,009.00","62,283.00","30,158.00","21,719.00","36,842.00","45,398.00","27,409.00","35,103.00","28,072.00"
"3","Pretax Income","(9,525.00)","(5,322.00)","(17,670.00)","(15,407.00)","(8,954.00)","(35,356.00)","61,277.00","(1,470.00)","(2,319.00)","(4,936.00)"
"4","Net Income","(10,097.00)","(2,822.00)","(30,024.00)","(14,694.00)","(8,966.00)","(35,957.00)","55,974.00","(1,632.00)","(2,064.00)","(7,951.00)"
"5","Cash & Short-Term Investments","137,187.00","164,170.00","169,068.00","188,183.00","160,475.00","161,728.00","157,691.00","204,827.00","165,493.00","196,422.00"
"6","Cash Only","24,815.00","17,949.00","-","-","-","-","-","-","-","-"
"7","Total Accounts Receivables","139,542.00","148,197.00","122,070.00","120,390.00","116,668.00","145,351.00","130,549.00","118,727.00","118,179.00","131,432.00"
"8","Inventories","154,091.00","143,963.00","81,219.00","130,159.00","131,081.00","130,929.00","144,937.00","143,606.00","137,148.00","130,548.00"
"9","Net Property, Plant & Equipment","5,414.00","26,818.00","26,354.00","26,361.00","25,740.00","25,255.00","24,706.00","24,113.00","23,564.00","23,089.00"
"10","Accrued Payable","295,433.00","288,551.00","346,845.00","335,297.00","338,679.00","343,872.00","70,195.00","65,845.00","66,947.00","64,286.00"
"11","Short Term Debt","109,593.00","109,680.00","125,014.00","120,102.00","120,277.00","120,311.00","127,329.00","130,745.00","130,758.00","131,107.00"
"12","Long Term Debt","805,888.00","844,587.00","775,053.00","798,317.00","746,879.00","770,071.00","719,175.00","741,139.00","677,929.00","688,635.00"
"13","Net Operating Cash Flow","49,947.00","29,607.00","28,567.00","16,658.00","19,292.00","(3,710.00)","34,977.00","38,548.00","39,997.00","13,961.00"
"14","Capital Expenditures","(93.00)","(36.00)","(80.00)","(578.00)","3.00","(126.00)","493.00","(6.00)","(39.00)","(114.00)"
"15","Total Shares Outstanding (million)","306,088.22","306,088.22","306,088.22","306,088.22","306,088.22","306,088.22","316,298.72","316,298.72","316,298.72","316,298.72"
